Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
948,0.1875,-0.75,-0.625,-0.05810547,0.04638672,0.9868164,0.02197266,0.1977539,-0.6850586
949,0.25,0,-0.5,-0.06201172,0.04248047,0.9868164,0.02197266,0.1875,-0.6791992
950,-0.0625,-0.5,-0.5625,-0.05810547,0.03076172,0.9633789,0.02197266,0.1875,-0.6791992
951,0.5625,-0.5625,-0.625,-0.06201172,0.05810547,0.9672852,0.02197266,0.1875,-0.6791992
952,0.25,0.0625,-0.25,-0.07373047,0.03466797,0.9633789,0.02539063,0.1943359,-0.6865234
953,0.3125,0.3125,-0.375,-0.05419922,0.03076172,0.9633789,0.02539063,0.1943359,-0.6865234
954,0.4375,-0.375,-0.6875,-0.05810547,0.03466797,0.9711914,0.02539063,0.1943359,-0.6865234
955,0.125,-0.375,-0.4375,-0.05029297,0.01904297,0.9868164,0.02441406,0.1850586,-0.6918945
956,0,0.0625,-0.8125,-0.06201172,0.05029297,0.9907227,0.02441406,0.1850586,-0.6918945
957,0.625,0,-0.125,-0.06982422,0.01513672,0.9633789,0.02441406,0.1850586,-0.6918945
958,0.5625,-0.5,-0.5,-0.05029297,0.04248047,0.9672852,0.02441406,0.1850586,-0.6918945
959,0.125,-0.6875,-0.75,-0.04248047,0.02294922,0.9829102,0.01855469,0.1894531,-0.6875
960,-0.0625,-0.625,-0.875,-0.06591797,0.01513672,0.9555664,0.01855469,0.1894531,-0.6875
961,0.6875,0,-1,-0.06982422,0.01513672,0.9594727,0.01855469,0.1894531,-0.6875
962,0.25,-0.1875,-1.125,-0.04638672,0.01513672,0.9633789,0.03027344,0.1992188,-0.6835938
963,0.3125,0.25,-0.25,-0.05029297,0.04248047,0.9672852,0.03027344,0.1992188,-0.6835938
964,0.25,-0.3125,-0.625,-0.05029297,0.03076172,0.9907227,0.03027344,0.1992188,-0.6835938
965,0.3125,-0.375,-0.25,-0.05810547,0.03076172,0.9711914,0.03027344,0.184082,-0.6918945
966,0.25,-0.5625,-0.1875,-0.05810547,0.01123047,0.9829102,0.03027344,0.184082,-0.6918945
967,0.125,0,-0.875,-0.05029297,0.05810547,0.9829102,0.03027344,0.184082,-0.6918945
968,0.3125,-0.5,-0.375,-0.05419922,0.04248047,0.9790039,0.03027344,0.184082,-0.6918945
969,-0.0625,-0.125,-0.5625,-0.05810547,0.04248047,0.9907227,0.02197266,0.1977539,-0.6933594
970,0.625,0.125,-0.3125,-0.06591797,0.03857422,0.9829102,0.02197266,0.1977539,-0.6933594
971,0.25,0.0625,-0.25,-0.05810547,0.03076172,0.9711914,0.02197266,0.1977539,-0.6933594
972,0.4375,0,-0.1875,-0.06591797,0.02685547,0.9829102,0.02441406,0.1884766,-0.6933594
973,0.125,0.125,-0.5625,-0.05029297,0.05419922,0.9672852,0.02441406,0.1884766,-0.6933594
974,0.25,-0.3125,-0.625,-0.05810547,0.03076172,0.9907227,0.02441406,0.1884766,-0.6933594
975,0.8125,-0.375,-0.375,-0.06591797,0.03857422,0.9829102,0.03027344,0.190918,-0.6875
976,0.5625,-0.1875,-0.5625,-0.05029297,0.01513672,0.9711914,0.03027344,0.190918,-0.6875
977,0.6875,0,-0.1875,-0.06201172,0.01513672,0.9672852,0.03027344,0.190918,-0.6875
978,0.5625,-0.25,-0.6875,-0.05810547,0.03076172,0.9516602,0.03027344,0.190918,-0.6875
979,0.3125,-0.4375,-0.625,-0.05029297,0.007324219,0.9790039,0.03027344,0.190918,-0.6875
980,0.0625,-0.125,-0.625,-0.05419922,0.05419922,0.9829102,0.03027344,0.190918,-0.6875
981,0.25,0,-0.375,-0.06591797,0.05029297,0.9555664,0.03027344,0.190918,-0.6875
982,0.125,0.0625,-0.75,-0.04638672,0.03466797,0.9868164,0.02783203,0.1894531,-0.6821289
983,0.3125,0.0625,-0.4375,-0.05810547,0.03857422,0.9633789,0.02783203,0.1894531,-0.6821289
984,0.1875,0.0625,-0.25,-0.05810547,0.04248047,0.9711914,0.02783203,0.1894531,-0.6821289
985,0,-0.5,-0.8125,-0.05810547,0.03076172,0.9672852,0.02099609,0.1918945,-0.6904297
986,0.3125,-0.1875,-0.4375,-0.06591797,0.03076172,0.9711914,0.02099609,0.1918945,-0.6904297
987,-0.0625,-0.6875,-0.5,-0.06982422,0.05419922,0.9633789,0.02099609,0.1918945,-0.6904297
988,0.5,-0.375,-0.125,-0.04248047,0.04248047,0.9750977,0.02099609,0.1918945,-0.6904297
989,0.25,-0.25,-0.375,-0.04248047,0.04638672,0.9672852,0.02099609,0.1918945,-0.6904297
990,0.375,-0.75,-0.625,-0.06201172,0.03076172,0.9829102,0.02099609,0.1918945,-0.6904297
991,0.625,-0.125,-0.1875,-0.05810547,0.06591797,0.9633789,0.02099609,0.1918945,-0.6904297
992,0.125,-0.6875,-0.0625,-0.05810547,0.04638672,0.9750977,0.02685547,0.1967773,-0.6904297
993,0.5,-0.1875,-0.1875,-0.05810547,0.03076172,0.9829102,0.02685547,0.1967773,-0.6904297
994,0.0625,-0.3125,-0.0625,-0.06201172,0.03857422,0.9711914,0.02685547,0.1967773,-0.6904297
995,0.375,-0.375,-0.1875,-0.05419922,0.03076172,0.9790039,0.03271484,0.1875,-0.6835938
996,0.4375,-0.6875,-0.625,-0.04638672,0.007324219,0.9594727,0.03271484,0.1875,-0.6835938
997,0.625,0,-0.5,-0.04638672,0.04248047,0.9829102,0.03271484,0.1875,-0.6835938
998,0.0625,-0.3125,-0.125,-0.06591797,0.03466797,0.9829102,0.02783203,0.1933594,-0.6933594
999,0.25,0.625,-0.4375,-0.05029297,0.04638672,0.9829102,0.02783203,0.1933594,-0.6933594
1000,0.4375,0.125,-0.5625,-0.05029297,0.04248047,0.9750977,0.02783203,0.1933594,-0.6933594
1001,0,-0.3125,-0.4375,-0.05810547,0.01513672,0.9829102,0.02783203,0.1933594,-0.6933594
1002,0.3125,-0.1875,-0.8125,-0.05810547,0.02685547,0.9829102,0.02783203,0.1943359,-0.6835938
1003,0.0625,0,-0.5,-0.07373047,0.01513672,0.9555664,0.02783203,0.1943359,-0.6835938
1004,0.8125,-0.125,-0.5,-0.05029297,0.03466797,0.9711914,0.02783203,0.1943359,-0.6835938
1005,0,0.0625,-0.25,-0.06201172,0.03466797,0.9555664,0.02539063,0.1953125,-0.6875
1006,0.0625,-0.4375,-0.75,-0.05810547,0.04248047,0.9829102,0.02539063,0.1953125,-0.6875
1007,0.3125,0.1875,-0.625,-0.05419922,0.03076172,0.9829102,0.02539063,0.1953125,-0.6875
1008,0.3125,0,-0.5625,-0.03857422,0.01904297,0.9477539,0.03027344,0.1816406,-0.6806641
1009,0.5625,-0.375,-0.75,-0.05810547,0.04248047,0.9711914,0.03027344,0.1816406,-0.6806641
1010,0.25,0.125,-1.125,-0.05810547,0.04248047,0.9633789,0.03027344,0.1816406,-0.6806641
1011,0.375,0,-0.5,-0.04638672,0.03466797,0.9672852,0.03027344,0.1816406,-0.6806641
1012,-0.1875,-0.25,-0.375,-0.05419922,0.03857422,0.9477539,0.03125,0.1977539,-0.6918945
1013,0.1875,0.25,-0.375,-0.05029297,0.03466797,0.9516602,0.03125,0.1977539,-0.6918945
1014,1.125,0.0625,-0.375,-0.05810547,0.03466797,1.005859,0.03125,0.1977539,-0.6918945
1015,0.4375,0,-0.5625,-0.06201172,0.03857422,0.9829102,0.02783203,0.1894531,-0.6777344
1016,0.6875,0.125,-0.9375,-0.06591797,0.01513672,0.9907227,0.02783203,0.1894531,-0.6777344
1017,0.3125,-0.125,-1,-0.05810547,0.03076172,0.9516602,0.02783203,0.1894531,-0.6777344
1018,0.5625,0.5,-0.3125,-0.06201172,0.04248047,0.9672852,0.02197266,0.1875,-0.6875
1019,0.5625,0.0625,-0.6875,-0.05419922,0.03857422,0.9829102,0.02197266,0.1875,-0.6875
1020,0.625,-0.25,-0.5,-0.05810547,0.02685547,0.9829102,0.02197266,0.1875,-0.6875
1021,0.125,0,-0.625,-0.06591797,0.02685547,0.9477539,0.02197266,0.1875,-0.6875
1022,0.375,0.1875,-0.8125,-0.06201172,0.04248047,0.9672852,0.02197266,0.1875,-0.6875
1023,0.4375,-0.4375,-0.375,-0.06591797,0.05810547,0.9516602,0.02197266,0.1875,-0.6875
1024,-0.1875,-0.375,-0.875,-0.06591797,0.05029297,0.9633789,0.02197266,0.1875,-0.6875
1025,0.4375,-0.4375,-0.8125,-0.05029297,0.04248047,0.9711914,0.02685547,0.2036133,-0.6865234
1026,0,-0.0625,-0.375,-0.06201172,0.03466797,0.9829102,0.02685547,0.2036133,-0.6865234
1027,0,0,-0.9375,-0.05029297,0.03857422,0.9633789,0.02685547,0.2036133,-0.6865234
1028,0.75,0,-0.4375,-0.04638672,0.02685547,0.9790039,0.02880859,0.190918,-0.6889648
1029,0.4375,0,-0.3125,-0.05419922,0.02685547,0.9594727,0.02880859,0.190918,-0.6889648
1030,0.6875,-0.375,-0.625,-0.06201172,0.03466797,0.9594727,0.02880859,0.190918,-0.6889648
1031,0.1875,0.4375,-0.375,-0.05810547,0.05029297,0.9711914,0.02880859,0.190918,-0.6889648
1032,0.625,0.1875,-0.625,-0.05419922,0.03466797,0.9672852,0.02880859,0.190918,-0.6889648
1033,0.6875,0.125,-1.125,-0.05419922,0.03466797,0.9594727,0.02880859,0.190918,-0.6889648
1034,0.25,-0.0625,-0.25,-0.05029297,0.03076172,0.9907227,0.02880859,0.190918,-0.6889648
1035,0.125,0,-0.8125,-0.05810547,0.05029297,0.9594727,0.02441406,0.1933594,-0.6835938
1036,0.3125,0,-0.875,-0.05419922,0.02294922,0.9829102,0.02441406,0.1933594,-0.6835938
1037,0.0625,0,-0.375,-0.05029297,0.03857422,0.9633789,0.02441406,0.1933594,-0.6835938
1038,0.75,0.25,-0.25,-0.05810547,0.04638672,0.9672852,0.03125,0.1918945,-0.6889648
1039,0.25,-0.1875,0,-0.06982422,0.04248047,0.9711914,0.03125,0.1918945,-0.6889648
1040,0.4375,-0.3125,-0.5625,-0.06982422,0.02294922,0.9711914,0.03125,0.1918945,-0.6889648
1041,0.625,-0.0625,-0.25,-0.06591797,0.03857422,0.9516602,0.02685547,0.1894531,-0.6865234
1042,0.4375,0.125,-0.375,-0.06201172,0.03857422,0.9672852,0.02685547,0.1894531,-0.6865234
1043,0.375,0.125,-0.5,-0.06982422,0.03466797,0.9868164,0.02685547,0.1894531,-0.6865234
1044,0,0.1875,-0.8125,-0.06982422,0.03076172,0.9829102,0.02685547,0.1894531,-0.6865234
1045,0.25,0,-0.625,-0.05029297,0.04638672,0.9672852,0.02685547,0.1953125,-0.6777344
1046,0.8125,0.375,-0.5625,-0.06591797,0.03076172,0.9868164,0.02685547,0.1953125,-0.6777344
1047,1,0,-1,-0.06201172,0.04638672,0.9633789,0.02685547,0.1953125,-0.6777344
1048,0.5,0.125,-0.8125,-0.05810547,0.03466797,0.9868164,0.03027344,0.1894531,-0.675293
1049,0.3125,0.3125,-0.6875,-0.05810547,0.03466797,0.9711914,0.03027344,0.1894531,-0.675293
1050,0.75,0.625,-0.9375,-0.06591797,0.03076172,0.9829102,0.03027344,0.1894531,-0.675293
1051,0.5625,0.3125,-0.625,-0.06982422,0.03466797,0.9750977,0.02539063,0.1967773,-0.6791992
1052,0.3125,0.4375,-0.125,-0.05810547,0.04638672,0.9633789,0.02539063,0.1967773,-0.6791992
1053,0.5,-0.0625,-0.5625,-0.06591797,0.03076172,0.9829102,0.02539063,0.1967773,-0.6791992
1054,0.875,0.4375,-1.125,-0.06591797,0.02294922,0.9868164,0.02539063,0.1967773,-0.6791992
1055,0.75,0.6875,-0.6875,-0.05810547,0.04638672,0.9946289,0.02197266,0.1953125,-0.6889648
1056,-0.0625,0.625,-0.8125,-0.05029297,0.01123047,0.9790039,0.02197266,0.1953125,-0.6889648
1057,0.1875,0.125,-0.375,-0.05810547,0.02685547,1.009766,0.02197266,0.1953125,-0.6889648
1058,1.0625,0.1875,-0.5625,-0.05810547,0.03857422,0.9672852,0.02880859,0.1933594,-0.6850586
1059,0.1875,0.1875,-0.5625,-0.05419922,0.03466797,0.9829102,0.02880859,0.1933594,-0.6850586
1060,0.4375,0.25,-1.0625,-0.05419922,0.01513672,0.9555664,0.02880859,0.1933594,-0.6850586
1061,0.1875,0.1875,-0.125,-0.05029297,0.03857422,0.9868164,0.02685547,0.1884766,-0.6904297
1062,0.5,0.625,-0.5625,-0.03857422,0.01513672,0.9711914,0.02685547,0.1884766,-0.6904297
1063,0.4375,0.25,-0.625,-0.06201172,0.04248047,0.9633789,0.02685547,0.1884766,-0.6904297
1064,0.5,-0.25,0,-0.06591797,0.03076172,0.9829102,0.02685547,0.1884766,-0.6904297
1065,0.25,0.125,-0.6875,-0.04248047,0.02294922,0.9711914,0.03271484,0.190918,-0.6821289
1066,0.6875,0.0625,-1,-0.05810547,0.05029297,0.9516602,0.03271484,0.190918,-0.6821289
1067,0.5,0,-0.5,-0.05419922,0.03076172,0.9594727,0.03271484,0.190918,-0.6821289
1068,0.125,0.375,-0.25,-0.05419922,0.01513672,0.9711914,0.02539063,0.1967773,-0.6918945
1069,0.0625,-0.5,-0.4375,-0.03466797,0.03466797,0.9829102,0.02539063,0.1967773,-0.6918945
1070,0.375,0.25,-0.375,-0.05029297,0.03076172,0.9555664,0.02539063,0.1967773,-0.6918945
1071,0.875,-0.3125,-0.5625,-0.05810547,0.04638672,0.9633789,0.0234375,0.2011719,-0.6806641
1072,0.5625,0,-0.375,-0.06201172,0.01513672,0.9907227,0.0234375,0.2011719,-0.6806641
1073,-0.125,0,-0.3125,-0.06201172,0.03466797,0.9750977,0.0234375,0.2011719,-0.6806641
1074,0.4375,0.125,-0.9375,-0.04638672,0.01513672,0.9829102,0.0234375,0.2011719,-0.6806641
1075,0.5625,-0.5,-0.3125,-0.04248047,0.03857422,0.9672852,0.0234375,0.2011719,-0.6806641
1076,0.8125,0,-0.5,-0.06201172,0.03466797,0.9633789,0.0234375,0.2011719,-0.6806641
1077,0,0,-0.5625,-0.05810547,0.04638672,0.9750977,0.0234375,0.2011719,-0.6806641
1078,-0.25,0.25,-0.6875,-0.04638672,0.01513672,0.9829102,0.02539063,0.1943359,-0.6865234
1079,0.0625,0.25,-0.5,-0.07373047,0.03857422,0.9633789,0.02539063,0.1943359,-0.6865234
1080,0.1875,0.0625,-0.375,-0.05419922,0.03466797,0.9946289,0.02539063,0.1943359,-0.6865234
1081,0.3125,-0.1875,-0.25,-0.07373047,0.04248047,0.9829102,0.02197266,0.1918945,-0.6865234
1082,0.8125,-0.0625,-1,-0.06591797,0.05810547,0.9672852,0.02197266,0.1918945,-0.6865234
1083,0.5,-0.25,-0.5625,-0.06982422,0.01513672,0.9711914,0.02197266,0.1918945,-0.6865234
1084,0.0625,0.125,-0.625,-0.06201172,0.01513672,0.9868164,0.02099609,0.1850586,-0.6933594
1085,0.9375,-0.1875,-0.25,-0.05419922,0.03076172,0.9790039,0.02099609,0.1850586,-0.6933594
1086,0.25,0.125,-0.5,-0.05029297,0.01513672,0.9477539,0.02099609,0.1850586,-0.6933594
1087,0.5625,-0.3125,-0.5625,-0.04638672,0.03466797,0.9829102,0.02099609,0.1850586,-0.6933594
1088,0.4375,0.1875,-0.25,-0.05810547,0.03466797,0.9829102,0.03027344,0.1918945,-0.6904297
1089,0.5,-0.125,-0.5,-0.04248047,0.01513672,0.9750977,0.03027344,0.1918945,-0.6904297
1090,0.125,-0.0625,-0.6875,-0.06201172,0.02685547,0.9750977,0.03027344,0.1918945,-0.6904297
1091,0.3125,-0.625,-0.625,-0.05419922,0.03466797,0.9633789,0.02880859,0.1894531,-0.6865234
1092,0.1875,0,-0.6875,-0.04248047,0.03076172,0.9829102,0.02880859,0.1894531,-0.6865234
1093,0,0.125,-0.625,-0.04638672,0.05029297,0.9829102,0.02880859,0.1894531,-0.6865234
1094,0.1875,-0.25,-0.5,-0.05029297,0.04638672,0.9829102,0.02880859,0.1953125,-0.6933594
1095,0.375,0.5625,-0.5625,-0.05029297,0.04248047,0.9829102,0.02880859,0.1953125,-0.6933594
1096,0.3125,0.5625,-0.75,-0.05419922,0.03076172,0.9829102,0.02880859,0.1953125,-0.6933594
1097,0.3125,0.0625,-0.6875,-0.06591797,0.03466797,0.9829102,0.02880859,0.1953125,-0.6933594
1098,0.375,-0.0625,-0.3125,-0.07373047,0.03076172,0.9829102,0.02880859,0.190918,-0.6918945
1099,0.3125,0,-0.4375,-0.06591797,0.02685547,0.9907227,0.02880859,0.190918,-0.6918945
1100,0.3125,-0.125,-0.5625,-0.06982422,0.03076172,0.9829102,0.02880859,0.190918,-0.6918945
1101,0.6875,0.375,-0.5,-0.07373047,0.03076172,0.9829102,0.03027344,0.1967773,-0.6806641
1102,0.6875,-0.125,-0.75,-0.06591797,0.01123047,0.9868164,0.03027344,0.1967773,-0.6806641
1103,0.5,0.0625,-0.5,-0.05419922,0.05419922,0.9672852,0.03027344,0.1967773,-0.6806641
1104,1,-0.0625,-0.75,-0.06591797,0.03857422,0.9829102,0.02783203,0.1933594,-0.6865234
1105,0.4375,-0.1875,-0.625,-0.06201172,0.01513672,0.9555664,0.02783203,0.1933594,-0.6865234
1106,0.375,0,-0.6875,-0.05419922,0.03857422,0.9907227,0.02783203,0.1933594,-0.6865234
1107,0.625,0,-0.4375,-0.05419922,0.02685547,0.9555664,0.02783203,0.1933594,-0.6865234
1108,0,0.1875,-0.5,-0.05810547,0.03857422,0.9868164,0.02783203,0.1933594,-0.6865234
1109,0.25,0.25,-0.3125,-0.05419922,0.01513672,0.9829102,0.02783203,0.1933594,-0.6865234
1110,0.625,-0.0625,-0.5,-0.07373047,0.02685547,0.9711914,0.02783203,0.1933594,-0.6865234
1111,0.25,0,-0.625,-0.04638672,0.04248047,0.9555664,0.02197266,0.1967773,-0.6821289
1112,0.1875,-0.1875,-0.4375,-0.06591797,0.04248047,0.9672852,0.02197266,0.1967773,-0.6821289
1113,0.25,-0.4375,-0.625,-0.06591797,0.02685547,0.9516602,0.02197266,0.1967773,-0.6821289
1114,0.25,-0.3125,-0.625,-0.06591797,0.03857422,0.9868164,0.02880859,0.1875,-0.6889648
1115,0.625,0.25,-0.1875,-0.05810547,0.03466797,0.9790039,0.02880859,0.1875,-0.6889648
1116,-0.0625,0,-0.625,-0.05810547,0.01513672,0.9711914,0.02880859,0.1875,-0.6889648
1117,0.0625,-0.125,-0.0625,-0.07763672,0.03857422,0.9594727,0.02880859,0.1875,-0.6889648
1118,0.3125,-0.5,-0.4375,-0.06591797,0.04638672,0.9829102,0.02880859,0.1875,-0.6889648
1119,0.3125,0,-0.3125,-0.04638672,0.03076172,0.9790039,0.02880859,0.1875,-0.6889648
1120,0.5625,-0.4375,-0.625,-0.05419922,0.03466797,0.9594727,0.02880859,0.1875,-0.6889648
1121,0.1875,0.0625,-0.25,-0.06591797,0.04638672,0.9633789,0.02441406,0.1884766,-0.6889648
1122,0.125,-0.625,-0.6875,-0.05419922,0.03857422,0.9711914,0.02441406,0.1884766,-0.6889648
1123,0.5625,0,-0.8125,-0.06591797,0.01513672,0.9750977,0.02441406,0.1884766,-0.6889648
1124,0.5,0.5625,-0.1875,-0.05029297,0.03076172,0.9750977,0.02197266,0.1850586,-0.6835938
1125,0.625,-0.25,-0.25,-0.06591797,0.02294922,0.9829102,0.02197266,0.1850586,-0.6835938
1126,0.5625,0.125,-0.0625,-0.07373047,0.03857422,0.9672852,0.02197266,0.1850586,-0.6835938
1127,0.1875,-0.0625,-0.75,-0.05419922,0.04638672,0.9555664,0.03271484,0.1933594,-0.6835938
1128,0.5625,0,-1.0625,-0.04638672,0.03857422,0.9829102,0.03271484,0.1933594,-0.6835938
1129,0.5,0,-0.5625,-0.05419922,0.04248047,0.9750977,0.03271484,0.1933594,-0.6835938
1130,0.25,-0.3125,-0.5625,-0.05810547,0.05029297,0.9829102,0.03271484,0.1933594,-0.6835938
1131,0.25,0.125,-0.25,-0.05810547,0.03076172,0.9555664,0.03271484,0.1933594,-0.6875
1132,0.75,-0.1875,-0.5,-0.06201172,0.01904297,0.9711914,0.03271484,0.1933594,-0.6875
1133,0.3125,0.125,-0.5,-0.05029297,0.04248047,0.9672852,0.03271484,0.1933594,-0.6875
1134,0.125,-0.25,-0.375,-0.06982422,0.04248047,0.9868164,0.01953125,0.1943359,-0.6933594
1135,0.25,-0.125,-0.625,-0.06201172,0.03076172,0.9829102,0.01953125,0.1943359,-0.6933594
1136,-0.125,0.625,-0.3125,-0.06201172,0.04638672,0.9907227,0.01953125,0.1943359,-0.6933594
1137,0.25,0.125,-0.375,-0.06591797,0.02685547,0.9829102,0.01953125,0.1933594,-0.6767578
1138,1.0625,-0.1875,-0.6875,-0.05419922,0.03076172,0.9907227,0.01953125,0.1933594,-0.6767578
1139,0.5,0.25,-0.5,-0.06591797,0.03466797,0.9555664,0.01953125,0.1933594,-0.6767578
1140,0.3125,-0.0625,-0.5,-0.06201172,0.01513672,0.9750977,0.01953125,0.1933594,-0.6767578
1141,0.25,0,-0.375,-0.07373047,0.04638672,0.9829102,0.03271484,0.1850586,-0.6875
1142,0,0,-0.5,-0.06591797,0.05419922,0.9829102,0.03271484,0.1850586,-0.6875
1143,0.75,0.1875,-0.4375,-0.05810547,0.02685547,0.9633789,0.03271484,0.1850586,-0.6875
1144,0.1875,-0.375,-0.625,-0.05029297,0.03857422,0.9594727,0.01953125,0.1933594,-0.6875
1145,0.875,0.375,-0.4375,-0.05419922,0.03857422,0.9829102,0.01953125,0.1933594,-0.6875
1146,0.25,0.1875,-0.4375,-0.06201172,0.03466797,0.9829102,0.01953125,0.1933594,-0.6875
1147,0.75,0,-0.6875,-0.05419922,0.01513672,0.9633789,0.0234375,0.1967773,-0.6865234
1148,0.125,-0.25,-0.6875,-0.05810547,0.03466797,0.9790039,0.0234375,0.1967773,-0.6865234
1149,0.4375,-0.3125,-0.25,-0.04638672,0.03466797,0.9829102,0.0234375,0.1967773,-0.6865234
1150,0.3125,-0.3125,-0.75,-0.05810547,0.05029297,0.9672852,0.0234375,0.1967773,-0.6865234
1151,0.625,0.1875,-0.8125,-0.07373047,0.04248047,0.9633789,0.02539063,0.1918945,-0.6918945
1152,0.4375,-0.4375,-0.1875,-0.06591797,0.02294922,0.9555664,0.02539063,0.1918945,-0.6918945
1153,0.5,0.375,-0.625,-0.06591797,0.01513672,0.9711914,0.02539063,0.1918945,-0.6918945
1154,0.25,-0.4375,-0.5,-0.05419922,0.03857422,0.9438477,0.02685547,0.190918,-0.6821289
1155,0.3125,0,-0.6875,-0.05029297,0.01123047,0.9672852,0.02685547,0.190918,-0.6821289
1156,0.25,0,-0.125,-0.05029297,0.03466797,0.9633789,0.02685547,0.190918,-0.6821289
1157,0.875,-0.375,-0.3125,-0.06591797,0.03076172,0.9829102,0.02880859,0.1918945,-0.6904297
1158,0.1875,-0.25,-0.125,-0.05810547,0.04638672,0.9477539,0.02880859,0.1918945,-0.6904297
1159,0.0625,-0.4375,-0.6875,-0.07373047,0.03857422,0.9555664,0.02880859,0.1918945,-0.6904297
1160,0.0625,0,-0.125,-0.05419922,0.05419922,0.9672852,0.02880859,0.1918945,-0.6904297
1161,-0.0625,-0.9375,-0.5625,-0.04638672,0.04638672,0.9829102,0.02880859,0.1918945,-0.6904297
1162,0.25,0.3125,-0.4375,-0.05810547,0.04248047,0.9868164,0.02880859,0.1918945,-0.6904297
1163,0,0.5625,-0.6875,-0.06201172,0.03466797,0.9790039,0.02880859,0.1918945,-0.6904297
1164,0.625,-0.375,-0.25,-0.05810547,0.03857422,0.9946289,0.02099609,0.1967773,-0.6865234
1165,-0.0625,-0.0625,-0.6875,-0.05419922,0.03857422,0.9829102,0.02099609,0.1967773,-0.6865234
1166,0,-0.5625,-0.75,-0.05029297,0.01513672,0.9633789,0.02099609,0.1967773,-0.6865234
1167,0.625,0.3125,-0.375,-0.05810547,0.03466797,0.9790039,0.02880859,0.190918,-0.6821289
1168,0.125,-0.375,-0.625,-0.06201172,0.05029297,0.9477539,0.02880859,0.190918,-0.6821289
1169,0.1875,-0.25,-0.5625,-0.06591797,0.01513672,0.9633789,0.02880859,0.190918,-0.6821289
1170,0,-0.4375,-0.1875,-0.05419922,0.02685547,0.9750977,0.02880859,0.190918,-0.6821289
1171,0.4375,-0.375,-0.4375,-0.06982422,0.02294922,0.9829102,0.02880859,0.190918,-0.6821289
1172,0.3125,0.125,-0.5625,-0.04638672,0.01513672,0.9946289,0.02880859,0.190918,-0.6821289
1173,0.375,0.25,-0.25,-0.06201172,0.03466797,0.9868164,0.02880859,0.190918,-0.6821289
1174,-0.0625,-0.25,-0.3125,-0.06591797,0.04248047,0.9633789,0.02197266,0.1933594,-0.6791992
1175,0.3125,0.125,-0.5625,-0.04248047,0.04248047,0.9711914,0.02197266,0.1933594,-0.6791992
1176,0.625,-0.0625,-0.5625,-0.06201172,0.01123047,0.9594727,0.02197266,0.1933594,-0.6791992
1177,0.375,-0.375,-0.375,-0.04248047,0.04638672,0.9672852,0.03125,0.184082,-0.6875
1178,0.3125,-0.125,-0.4375,-0.05419922,0.04638672,0.9633789,0.03125,0.184082,-0.6875
1179,0.25,-0.0625,-0.375,-0.07373047,0.03076172,0.9633789,0.03125,0.184082,-0.6875
1180,0,-0.0625,-0.8125,-0.05419922,0.05029297,0.9750977,0.03125,0.1943359,-0.6850586
1181,0.5,-0.4375,-0.1875,-0.06201172,0.02685547,0.9555664,0.03125,0.1943359,-0.6850586
1182,0.0625,-0.1875,-0.5,-0.05419922,0.05029297,0.9829102,0.03125,0.1943359,-0.6850586
1183,0.3125,0.0625,-0.1875,-0.06201172,0.03857422,0.9790039,0.03125,0.1943359,-0.6850586
1184,0.375,0,-1.0625,-0.08154297,0.02294922,0.9711914,0.02685547,0.1943359,-0.6821289
1185,0.25,-0.1875,-0.25,-0.05029297,0.04248047,0.9829102,0.02685547,0.1943359,-0.6821289
1186,0.125,-0.0625,-0.4375,-0.05029297,0.02294922,0.9868164,0.02685547,0.1943359,-0.6821289
1187,-0.125,-0.0625,-0.5,-0.06982422,0.03857422,0.9829102,0.02197266,0.1967773,-0.6889648
1188,0.5625,0,-0.5625,-0.06201172,0.03076172,0.9868164,0.02197266,0.1967773,-0.6889648
1189,0.25,0.125,-0.625,-0.06591797,0.04638672,0.9750977,0.02197266,0.1967773,-0.6889648
1190,0.5625,0.0625,-0.375,-0.05029297,0.04248047,0.9672852,0.02685547,0.1918945,-0.6918945
1191,0.375,0.125,-0.75,-0.07373047,0.04248047,0.9516602,0.02685547,0.1918945,-0.6918945
1192,0.3125,-0.1875,-0.4375,-0.05029297,0.02294922,0.9555664,0.02685547,0.1918945,-0.6918945
1193,0.3125,-0.375,-0.0625,-0.05810547,0.05029297,0.9985352,0.02685547,0.1918945,-0.6918945
1194,0.125,-0.125,-0.5,-0.05419922,0.04248047,0.9829102,0.02880859,0.1894531,-0.6933594
1195,0.5625,0,-0.25,-0.05029297,0.03076172,0.9790039,0.02880859,0.1894531,-0.6933594
1196,0.25,-0.5625,-0.6875,-0.04638672,0.05029297,0.9711914,0.02880859,0.1894531,-0.6933594
1197,0,0.0625,-0.6875,-0.05810547,0.03076172,0.9711914,0.02539063,0.1953125,-0.6850586
1198,0.4375,-0.25,-0.625,-0.06201172,0.03857422,0.9633789,0.02539063,0.1953125,-0.6850586
1199,0,-0.375,-0.5,-0.06591797,0.03857422,0.9829102,0.02539063,0.1953125,-0.6850586
1200,0.25,-0.1875,0.0625,-0.04248047,0.03857422,0.9633789,0.03271484,0.1894531,-0.6835938
