Packet number,Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
16736,0.72799346,0.51490312,9.536267526
16738,0.42855609,0.500216247,9.589011138
16739,0.324213718,0.394422259,9.60686301
16741,0.45395669,0.470804854,9.649360455
16742,0.502897736,0.684820825,9.729347812
16744,0.418939947,0.716557728,9.613782752
16745,0.367317865,0.463625342,9.651056171
16747,0.18645845,0.399546241,9.646413869
16748,0.305327302,0.282054466,9.707637988
16750,0.162979797,0.631115352,9.668575082
16751,0.210785897,0.605708372,9.708861794
16753,0.1813662,0.659162349,9.843471096
16754,-0.101702059,0.406302594,9.870581248
16756,-0.049187997,0.352119847,9.8532582
16757,-0.226265519,0.466454994,9.771696282
16759,0.209597192,0.214112383,9.66998638
16760,0.025921138,0.382069437,9.722672004
16762,-0.203905879,0.236736589,9.78984178
16763,-0.048113379,0.235999838,9.699640025
16765,-0.532513858,0.184159705,9.720169054
16766,-0.227492902,0.066244939,9.595391842
16768,-0.391779924,0.209807017,9.533977101
16769,-0.099740084,-0.131341839,9.558903011
16771,-0.18676199,0.091408275,9.71189041
16772,-0.49708417,0.053611618,9.720150448
16774,-0.505457955,0.30458365,9.79980096
16775,-1.681302587,0.838654646,9.809170034
16777,-1.709210213,0.675475684,9.369041252
16778,-1.707357705,0.59380954,9.199002156
16780,-1.591888847,0.564282346,9.609689954
16781,-1.407089818,0.630197286,9.889828943
16783,-1.707811987,0.672989965,9.679730459
16784,-1.72470362,0.739694188,9.263511442
16786,-1.930203403,0.927586102,9.232703667
16787,-1.439966164,0.936593905,9.41807001
16789,-1.19363779,0.906025488,9.635218893
16790,-1.568828375,1.101732911,9.453559844
16792,-1.641579241,0.964027826,9.147499439
16793,-1.90333451,1.118521433,9.234886031
16795,-1.736171011,1.011205365,9.527369426
16796,-1.306104017,0.962560969,9.549333679
16798,-1.260307928,1.132992808,9.482810097
16799,-1.512864307,1.315749212,9.286391823
16801,-1.488594557,1.346485988,9.177780588
16802,-1.451233639,1.183090998,9.427024185
16804,-1.363772944,1.19732277,9.663217572
16805,-1.350768548,1.268287051,9.557175925
16807,-1.152674293,1.341138097,9.330517591
16808,-1.211163353,1.374042363,9.434829395
16810,-1.110998825,1.186669209,9.486111781
16811,-0.937596683,0.926093897,9.452307898
16813,-1.144809614,0.827202398,9.628051727
16814,-1.186602209,0.613634302,9.620679052
16816,-1.249465968,0.586709837,9.315480899
16817,-1.059508392,0.461264271,9.093880417
16819,-0.924894356,0.43929642,9.570358306
16820,-0.320008328,0.107203304,10.03398504
16822,0.183002917,-0.072034475,10.00782764
16823,0.413791325,-0.032334406,9.790694561
16825,0.494500098,-0.245361264,9.642500899
16827,0.552834327,-0.647100803,9.67875046
16829,0.338543605,-0.671764433,10.06818485
16830,0.66970299,-0.724390179,10.28742225
16832,1.183104041,-1.030760137,10.01378123
16833,1.469484425,-1.315180534,9.655801102
16835,1.301409556,-1.345917782,9.913614054
16836,1.727892221,-1.646538274,9.979070145
16838,1.397048719,-1.345773318,10.27147061
16839,1.966652645,-1.788249567,9.842567639
16841,1.832777732,-1.801216448,9.875249998
16842,1.279599382,-1.561992101,10.15904722
16844,1.018686258,-1.120581119,9.98266657
16845,1.048041296,-0.98232695,9.989079967
16847,1.31977533,-1.103080975,9.934368798
16848,0.922278686,-0.875360007,9.689684181
16850,0.614145214,-0.580743471,9.347921779
16851,0.979071366,-0.867795091,9.312391656
16853,1.258591344,-1.084755772,9.698217032
16854,0.899559382,-0.886570719,9.506908575
16856,0.315367429,-0.447390451,8.986649358
16857,0.531025032,-0.727274603,8.913941013
16859,0.662443194,-0.997857628,9.528993606
16860,0.473054602,-0.827922374,9.871525113
16862,0.398889235,-0.653270734,9.604219932
16863,0.35196891,-0.599040946,9.547253403
16865,0.709673098,-0.840260612,9.804122419
16866,0.570903483,-0.837394165,9.937096095
16868,0.207984132,-0.533963223,9.853619776
16869,0.153140225,-0.4602128,9.967832249
16871,0.205115021,-0.664498396,10.06618497
16872,0.054870965,-0.47137216,9.928360986
16874,-0.233734284,-0.21257944,9.728982144
16875,-0.247695362,-0.22763641,9.882016549
16877,-0.278284298,-0.281320892,10.01553469
16878,-0.29832893,-0.070987063,9.87969867
16880,-0.695849071,0.522495686,9.772589997
16881,-0.573418716,0.708010594,9.986594971
16883,-0.258805362,0.743055567,10.20523865
16884,-0.27276433,0.569717429,10.0914943
16886,-0.717813309,0.602064519,10.04741028
16887,-0.851814079,0.483591929,10.14329773
16889,-0.349345509,0.234252529,10.05424253
16890,-0.216402741,0.450520097,9.809443377
16892,-0.468026541,0.808796736,9.658475655
16893,-0.283453312,0.747468829,9.757619951
16895,-0.021309879,0.434426915,9.680452593
16896,0.044235975,0.307020598,9.564444647
16898,-0.165293566,0.369096722,9.411238564
16899,-0.194305884,0.055313324,9.2336306
16901,-0.133658627,-0.304641523,9.170552145
16902,-0.193935562,-0.509099679,9.186793057
16904,-0.251429217,-0.55924716,9.148680618
16905,-0.23182814,-0.625031639,9.072180443
16907,-0.327180109,-0.620353012,9.093014698
16908,-0.223238768,-0.681060958,9.073983217
16910,-0.257500688,-0.602651725,9.037938326
16911,-0.282263855,-0.636088441,9.096458157
16913,-0.228423441,-0.888031171,9.153111657
16914,-0.210560905,-0.833264223,9.135485939
16916,-0.294259878,-0.721369905,9.271985738
16917,-0.154258834,-0.522627364,9.463317559
16919,0.072270108,-0.450968008,9.614630803
16920,0.152083428,-0.489737874,9.575838651
16922,-0.037653172,-0.432785221,9.577953305
16924,-0.091784975,-0.310767819,9.55932382
16926,0.070016996,-0.38658022,9.653886483
16927,0.075231666,-0.314945975,9.692115473
16929,0.19972913,-0.269717365,9.671952789
16930,0.071122265,-0.144829679,9.63442551
16932,0.126537801,-0.164094825,9.710716517
16933,0.291409769,-0.075068226,9.824280803
16935,0.277187164,0.100674643,9.843190914
16936,0.276661688,0.261522179,9.747236188
16938,0.185539672,0.202977451,9.786337003
16939,0.072962242,0.208300415,9.729629998
16941,0.210421116,0.29131173,9.748120999
16942,0.322788914,0.321448529,9.74769447
16944,0.08457229,0.443247986,9.883286944
16945,-0.223276149,0.563658383,9.828125427
16947,-0.484742977,0.537787862,9.830663468
16948,-0.119065561,0.273896587,9.521505979
16950,-0.025928559,0.209506001,9.674163353
16951,-0.545688701,0.484950146,9.815036008
16953,-0.730503453,0.707841305,9.646653344
16954,-0.429193666,0.457113686,9.317235261
16956,-0.490945294,0.338202508,9.395379068
16957,-0.770064338,0.47279291,9.51715949
16959,-0.668519445,0.449026349,9.517427372
16960,-0.565948218,0.465465123,9.555592016
16962,-0.704723156,0.705493474,9.562408154
16963,-0.690792158,0.719879934,9.66056129
16965,-0.504333129,0.741085147,9.812594897
16966,-0.530798536,0.902947693,9.856629407
16968,-0.539799487,0.995532552,9.803441064
16969,-0.506079791,0.84918,9.687743469
16971,-0.712978624,0.742850765,9.809593395
16972,-0.506373386,0.640406201,9.727479092
16974,-0.600996823,0.836441291,9.775918502
16975,-0.14705415,0.950611559,9.612978472
16977,-0.447015031,1.258994191,9.595825339
16978,-0.631938497,1.157808169,9.565340033
16980,-0.412932123,0.87037661,9.552824585
16981,-0.26720752,0.733267872,9.737611382
16983,-0.542897004,1.086887027,9.705454897
16984,-0.316539584,1.026508437,9.524256451
16986,-0.455267287,1.112087341,9.554930153
16987,-0.552149916,1.021045408,9.617087437
16989,-0.582127224,0.809598949,9.65359079
16990,-0.627659387,0.831237704,9.638911225
16992,-0.641427433,0.852681718,9.624398705
16993,-0.507155231,0.936690443,9.606115936
16995,-0.431748287,0.832365149,9.715972426
16996,-0.454280966,0.886744088,9.588528521
16998,-0.532283054,0.831562127,9.65022961
16999,-0.73145856,0.842574863,9.664164747
17001,-0.531904786,0.583594968,9.64333893
17002,-0.41931949,0.533305797,9.598115169
17004,-0.370830475,0.51783724,9.61561987
17005,-0.266821774,0.518041854,9.669003168
17007,-0.628767998,0.807899433,9.630905476
17008,-0.457410801,0.737079619,9.600070362
17010,-0.359334165,0.631888489,9.648896182
17011,-0.352390263,0.575356685,9.647670409
17013,-0.5384133,0.731243921,9.651607005
17014,-0.501170775,0.676407105,9.57120233
17016,-0.299024446,0.476269419,9.509286707
17017,-0.636139924,0.500140629,9.74720145
17019,-0.337914069,0.223996938,9.673394271
17021,-0.423253199,0.134323615,9.598020726
17023,-0.541520129,0.187428897,9.553261151
17024,-0.419675488,0.190738792,9.565691334
17026,-0.401027218,0.389586207,9.713473035
17027,-0.210571164,0.320528446,9.696578038
17029,-0.389163088,0.336559315,9.673630434
17030,-0.569323492,0.249123524,9.682933803
17032,-0.401187073,0.16498006,9.724158238
17033,-0.207590227,0.295029877,9.854278339
17035,0.082665764,0.430984199,9.7263272
17036,-0.039384623,0.503074776,9.626194181
17038,-0.153828014,0.207216636,9.615909856
17039,-0.494696229,0.161856075,9.698857362
17041,-0.315844398,0.202146325,9.708349479
17042,-0.004466963,0.372092995,9.676894205
17044,-0.079088016,0.566005237,9.678679206
17045,-0.249661788,0.368088112,9.622018058
17047,-0.673873005,0.178177551,9.566858932
17048,-0.269378077,-0.060250848,9.691436482
17050,-0.296556411,0.236483103,9.833065021
17051,-0.095858766,0.445298219,9.658583031
17053,-0.372884033,0.59274689,9.404688074
17054,-0.352552175,0.431245698,9.373644855
17056,-0.45642193,0.079352769,9.666831903
17057,-0.390334623,0.037295254,9.69911031
17059,-0.271976731,0.168113728,9.815429519
17060,-0.341900899,0.405720079,9.609292056
17062,-0.403382901,0.331185457,9.610548538
17063,-0.677357136,0.243118726,9.612052048
17065,-0.440701446,0.075835414,9.753349851
17066,-0.363494993,-0.040461634,9.796911811
17068,-0.474232846,0.227471375,9.810841611
17069,-0.45130681,0.406713207,9.708164502
17071,-0.467403679,0.533291227,9.722577168
17072,-0.264416577,0.233436597,9.854737381
17074,-0.541595369,0.10815025,9.894223097
17075,-0.361217556,0.087107094,9.682637964
17077,-0.612636819,0.328993794,9.652834882
17078,-0.461318821,0.544698698,9.754576636
17080,-0.481154529,0.498849866,9.794537879
17081,-0.248330058,0.279419485,9.753860661
17083,-0.419700841,0.214574281,9.788406764
17084,-0.4553757,0.140233546,9.671729543
17086,-0.642105949,0.22398428,9.662759159
17087,-0.478859134,0.221613659,9.724082779
17089,-0.316515674,0.204112803,9.667939094
17090,-0.36112393,0.156637627,9.689966785
17092,-0.586012031,0.07859598,9.690731773
17093,-0.487474564,0.123121376,9.627205262
17095,-0.38755832,0.127195158,9.656797371
17096,-0.403845362,0.186931011,9.743495095
17098,-0.302536023,0.075847357,9.548534712
17099,-0.257753681,0.009656795,9.557881965
17101,-0.255678409,-0.059649933,9.688101107
17102,-0.103097024,-0.095097708,9.648491257
17104,-0.211608838,0.082131565,9.69789311
17105,-0.124047763,0.004814002,9.758389509
17107,0.112140501,-0.054114583,9.685991973
17108,0.44148829,-0.185129369,9.614627909
17110,0.172652091,-0.222726034,9.817973989
17111,0.266936496,-0.192184574,9.731361076
17113,0.160396314,-0.173385243,9.687283368
17114,0.142054476,-0.201507686,9.531411492
17116,-0.091686633,-0.131898496,9.720546601
17119,0.348336769,-0.096915861,9.728846077
17121,0.219026461,0.083686803,9.81856621
17122,0.248630079,0.054405209,9.696111831
17124,-0.03206804,0.010672774,9.55162839
17125,0.062816896,-0.226698003,9.616076203
17127,-0.012375117,-0.120652507,9.654640923
17128,0.049695021,-0.043213518,9.751060335
17130,-0.077014856,0.146840742,9.589331368
17131,-0.096959986,-0.070204069,9.593268601
17133,-0.132071486,-0.221664384,9.58626008
17134,-0.14544652,-0.282607436,9.700031745
17136,-0.134266595,0.191740174,9.778231903
17137,-0.301149652,0.394573775,9.739997006
17139,-0.703791964,0.104495002,9.634769658
17140,-0.309094435,-0.247282696,9.576445811
17142,-0.089110941,-0.248300521,9.743365619
17143,-0.046204651,0.271572929,9.897979041
17145,-0.338035381,0.633230116,9.618429154
17146,-0.582739389,0.260381082,9.468198448
17148,-0.560399951,-0.260977036,9.775505716
17149,-0.012588948,-0.315184457,9.83304478
17151,-0.199477905,0.204087789,10.04002458
17152,-0.202827561,0.600529351,9.725568992
17154,-0.788092817,0.311797018,9.746052264
17155,-0.498047822,-0.171276449,9.511020831
17157,-0.382161444,-0.356626733,9.909092534
17158,-0.072538308,-0.12969522,9.905141621
17160,-0.290754126,0.216563479,9.752274177
17161,-0.499675175,0.286884349,9.440076376
17163,-0.379224377,0.032549727,9.440950487
17164,-0.399739093,-0.155725629,9.839749903
17166,-0.197134506,-0.268259746,9.938495
17167,-0.415274261,-0.008598646,9.859274803
17169,-0.520943848,0.196677017,9.425642146
17170,-0.704608622,0.211027881,9.652425117
17172,-0.3216596,-0.020294664,9.791021604
17173,-0.444134446,-0.133966271,10.03825881
17175,-0.124480363,-0.214295175,9.670827253
17176,-0.673396393,0.03241654,9.682361457
17178,-0.276711167,0.079366312,9.566005264
17179,-0.420805541,0.067240322,9.903053322
17181,-0.010417847,-0.187409148,9.798289453
17182,-0.32033003,-0.144839936,9.85397795
17184,-0.402766796,-0.1503253,9.614435897
17185,-0.692671264,0.019551931,9.81497711
17187,-0.509455563,0.04032874,9.828610501
17188,-0.387011212,-0.045942566,9.863111676
17190,-0.503932082,-0.070739702,9.863374859
17191,-0.467125232,-0.125905813,9.776080463
17193,-0.480333177,-0.031304877,9.632358545
17194,-0.368374905,-0.036343952,9.751216724
17196,-0.307487469,-0.052073005,9.80107676
17197,-0.158141628,-0.10302525,9.753424271
17199,-0.597955829,-0.043530157,9.856567082
17200,-0.550847448,-0.067527372,9.770572409
17202,-0.267950968,-0.156123658,9.71628418
17203,-0.424151785,-0.075233178,9.852229741
17205,-0.560697095,-0.095342912,9.936877585
17206,-0.466600714,-0.087515271,9.746836069
17208,-0.349263237,-0.185843434,9.700366998
17209,-0.543913633,-0.178470714,9.838677004
17211,-0.587179583,-0.124862486,9.990862531
17212,-0.316903781,-0.136120044,9.804442273
17214,-0.279266471,-0.152461486,9.661632483
17216,-0.547777388,-0.121943061,9.834924164
17218,-0.588487869,-0.192779928,9.939081974
17219,-0.431458023,-0.198499569,9.792900687
17221,-0.174878529,-0.208600414,9.627474007
17222,-0.373308516,-0.153765898,9.828620387
17224,-0.566209099,-0.055841549,9.914504631
17225,-0.537884498,-0.154978924,9.747310945
17227,-0.290315576,-0.230962315,9.714831614
17228,-0.226091109,-0.238562522,9.703319155
17230,-0.641610657,-0.197324779,10.04577321
17231,-0.614951375,-0.093398722,9.913131829
17233,-0.298111741,-0.190752475,9.687068207
17234,-0.144243833,-0.204416087,9.618007249
17236,-0.361612128,-0.197876758,9.78249286
17237,-0.619636767,-0.258607863,10.02935184
17239,-0.569165756,-0.299194807,9.919652864
17240,-0.26386262,-0.37499965,9.69680262
17242,-0.246488437,-0.289257805,9.62349655
17243,-0.530229295,-0.10316317,9.894967957
17245,-0.570003202,-0.143544407,10.00094702
17246,-0.379963723,-0.309684461,9.754950457
17248,-0.238371743,-0.400192891,9.7215079
17249,-0.322208979,-0.327215256,9.766303622
17251,-0.379545759,-0.201031149,9.946617902
17252,-0.36574188,-0.057442009,9.896018551
17254,-0.304671028,-0.206038402,9.77679875
17255,-0.283080827,-0.281718015,9.670725632
17257,-0.106328441,-0.461603987,9.642291577
17258,-0.315262402,-0.35363237,9.893958121
17260,-0.534374623,-0.195969384,10.05271265
17261,-0.525311417,-0.111816935,9.959988819
17263,-0.281857824,-0.230773456,9.783758081
17264,-0.131579186,-0.36512656,9.684736031
17266,-0.205452526,-0.415095115,9.75867739
17267,-0.320402615,-0.273725047,9.756640545
17269,-0.44362387,-0.244180653,9.964524364
17270,-0.404596268,-0.228012384,9.918767638
17272,-0.235329423,-0.370971473,9.736371014
17273,-0.386557138,-0.347312501,9.991122389
17275,-0.249776371,-0.363855036,9.86268521
17276,-0.172454196,-0.296156758,9.830490292
17278,-0.181271914,-0.264357491,9.756113818
17279,-0.209671538,-0.48597508,9.731405157
17281,-0.282806201,-0.592329703,9.863215935
17282,0.042805075,-0.793122365,9.738922064
17284,-0.197769227,-0.550997371,9.850937986
17285,0.026989589,-0.419845801,9.688014148
17287,-0.027243225,-0.315934349,9.765322723
17288,0.184640268,-0.500251533,9.649396631
17290,-0.146030411,-0.527649209,9.829988107
17291,-0.105169626,-0.683863715,9.875806356
17293,0.118831847,-0.644889601,9.825432699
17294,0.239079187,-0.539026383,9.861348388
17296,0.183216975,-0.520957569,9.698804167
17297,0.121818597,-0.541412183,9.615930401
17299,0.139341883,-0.55212236,9.830309345
17300,0.215189772,-0.597995487,10.02717342
17302,0.057707632,-0.484395395,9.852548876
17303,0.177142902,-0.386058076,9.706866834
17305,0.190748267,-0.480509296,9.565763101
17306,0.035437928,-0.600762438,9.800868992
17308,0.297001879,-0.794395544,9.696074268
17309,-0.02117387,-0.615608938,9.853486751
17311,0.22156219,-0.319668033,9.758252057
17313,0.316130246,-0.28697737,9.716403397
17315,0.226038846,-0.462368413,9.855948365
17316,0.281617426,-0.600933266,9.842175504
17318,-0.036598188,-0.6888396,9.899179608
17319,0.020293667,-0.498556267,9.750254347
17321,0.289346486,-0.436953806,9.448432664
17322,0.149578659,-0.390356834,9.599991035
17324,0.35440966,-0.465987845,9.571632968
17325,0.452890089,-0.563214795,9.70620556
17327,0.411958784,-0.681252469,9.836057493
17328,0.194120756,-0.707300356,9.868886049
17330,0.154593431,-0.749251992,9.861802589
17331,0.290150814,-0.918473999,9.972381151
17333,0.485825926,-0.940540548,9.590522867
17334,0.428674259,-0.763542256,9.603837149
17336,0.67654138,-0.807922753,9.664898558
17337,0.63690397,-0.98246041,9.873506502
17339,0.585919801,-1.048164868,9.789234333
17340,0.306848157,-1.084710638,9.840846493
17342,0.663183208,-0.870257676,9.674528113
17343,0.512908468,-0.61596974,9.802064942
17345,0.137568169,-0.713681812,9.914622731
17346,0.26094762,-0.905509298,9.614019326
17348,0.319649654,-0.941011482,9.603184166
17349,0.616888434,-0.648557359,9.543082979
17351,0.516550162,-0.314700143,9.554524256
17352,0.469855516,-0.120291152,9.498783645
17354,0.590320958,-0.263685322,9.57253156
17355,0.351041552,-0.676888861,9.996762546
17357,0.524096297,-0.968889752,9.891996053
17358,0.664332642,-0.910108415,9.81862275
17360,0.724592803,-0.400479256,9.625332084
17361,0.146172397,0.134854934,9.557719387
17363,0.236286316,0.323724428,9.486365798
17364,0.341361316,-0.246539615,9.667699335
17366,0.455565398,-0.862577954,10.03337576
17367,0.736168151,-1.211741438,9.796705969
17369,0.834571095,-0.671056314,9.331195318
17370,0.295725212,-0.277962539,9.583915171
17372,0.465837988,-0.200623475,9.897007986
17373,1.249156248,-0.381505709,9.737595923
17375,0.744949847,-0.684936391,9.831528511
17376,0.689390139,-0.804736979,9.637284962
17378,0.59702878,-0.411450964,9.687529382
17379,0.709305375,-0.298515308,9.715545771
17381,0.607704986,-0.378331459,9.744793629
17382,0.587975809,-0.681406372,9.912383703
17384,0.619825144,-0.731791684,9.851705986
17385,0.749578223,-0.431446671,9.503711613
17387,0.554099856,-0.005770428,9.486634458
17388,0.368315762,0.280458629,9.931034638
17390,0.619604385,-0.314269544,10.0901108
17391,0.660987436,-0.590569864,9.909614343
17393,0.455309519,-0.943304626,9.747188593
17394,0.270373813,-0.5046141,9.649561691
17396,0.698545707,0.058809228,9.176493927
17397,0.024220308,-0.004354911,9.495065559
17399,0.104169847,-0.383428466,9.516125924
17400,0.802118657,-0.467119294,9.562828149
17402,0.603399466,-0.406706175,10.14627953
17403,0.025210256,-0.131455583,10.11935279
17405,0.279351536,0.249227348,9.674778152
17406,0.1647389,0.246600629,9.87456538
17408,0.423731863,0.255546282,9.722545751
17410,0.286069539,0.005719484,9.499441224
17412,0.355900024,-0.251494982,9.178329599
17413,0.112681277,-0.180452271,9.532091274
17415,0.216035298,0.196800039,9.609952002
17416,0.370688335,0.467646425,9.667104068
17418,0.55356627,0.394813207,10.03260113
17419,0.779226597,0.039907806,10.05091791
17421,0.342318623,-0.203631437,9.904804725
17422,0.170504537,0.09397227,9.663960133
17424,0.273811395,0.452090243,9.737248903
17425,0.563640018,0.488983141,9.955061556
17427,0.709478953,-0.166803248,10.048756
17428,0.430293884,-0.812351931,9.822288458
17430,0.381625647,-0.693191466,9.464181071
17431,-0.21347712,-0.199176973,9.529357857
17433,-0.150891602,0.216385844,9.622238167
17434,0.555113232,0.543245024,9.575041246
17436,0.395164158,-0.195635468,9.757244031
17437,0.650076848,-0.744590369,9.546863538
17439,0.516383424,-0.508392684,9.403076091
17440,0.536526278,0.096515148,9.655686067
17442,0.546934477,0.527512027,9.753747748
17443,0.322597897,0.230542994,9.713652963
17445,0.299545766,-0.197945286,9.49790995
17446,0.489578209,-0.246699145,9.393475998
17448,0.729281954,-0.152411867,9.63701298
17449,0.281626954,0.136743218,10.00820036
17451,-0.007023373,0.401753266,9.821755599
17452,-0.13371755,0.409401254,9.661392361
17454,0.231399016,0.149893261,9.405575985
17455,0.815751364,-0.11218303,9.353241558
17457,0.381525601,-0.007005068,10.09285161
17458,0.363143141,0.320646191,10.06654061
17460,0.385683453,0.627239082,9.503906213
17461,-0.060390491,0.473321034,9.592301163
17463,-0.122627168,-0.147989662,9.954658222
17464,0.373022215,-0.08265448,9.968703683
17466,0.327972208,-0.046412495,9.793588969
17467,0.186229424,0.039242233,9.662795327
17469,0.307821797,0.532629762,9.23320614
17470,-0.254378688,-0.117689452,9.867459872
17472,0.291987713,-0.141928404,10.1434068
17473,0.672701561,0.092197149,9.933979728
17475,0.272757664,0.077128115,9.81717942
17476,-0.279769273,0.337916504,9.405625859
17478,-0.110372103,0.825423946,9.166096549
17479,-0.080552671,0.612786891,9.725208299
17481,0.259073943,0.22570815,9.990394553
17482,0.259704458,-0.558271391,10.110167
17484,0.148572594,-0.209242288,9.739678868
17485,0.033952925,0.42701541,9.420658053
17487,-0.128766922,0.783464425,9.465333888
17488,0.218096443,0.639005024,9.477160323
17490,0.380178688,-0.01388685,9.616521095
17491,-0.010433459,-0.341649873,9.799947767
17493,-0.079567887,0.111144007,9.716516424
17494,0.255827664,0.830120682,9.593102322
17496,0.066371772,0.882411642,9.665323947
17497,0.122601167,0.452633722,9.668721288
17499,-0.055320705,-0.138425415,9.826862545
17500,0.341171723,-0.034113192,9.564671028
17502,0.486909043,0.729074029,9.634536001
17503,0.476681456,1.143054872,9.779966464
17505,0.315890238,1.142864039,9.619709789
17508,0.28553721,0.748284593,9.511437375
17510,0.302532952,0.352805135,9.631973198
17511,0.44702682,0.501537319,9.844247317
17513,-0.06828493,0.478314062,10.15780738
17514,0.436146188,1.183324412,9.615302212
17516,0.631034547,1.255101782,9.465041526
17517,0.616647381,0.888992988,9.561596886
17519,0.439731087,0.488089917,9.875202579
17520,0.467501509,0.449223651,10.0126947
17522,0.272291304,0.628786155,9.87060716
17523,-0.288945343,0.639323595,9.638046929
17525,0.028005681,0.857810578,9.257207432
17526,0.418868609,0.747473623,9.482684754
17528,0.855507309,0.764099521,9.606750418
17529,0.559380687,0.527167669,9.925800231
17531,0.392693216,0.565676806,9.664391727
17532,0.480567799,0.687234422,9.266476866
17534,0.534200108,0.017062949,9.630850835
17535,0.9062668,-0.03269021,9.952704327
17537,0.829297147,0.355491343,9.709808288
17538,-0.061350432,0.521785942,9.340167874
17540,-0.605950887,0.874853095,9.157613241
17541,0.0475798,1.055465508,9.361268875
17543,0.813163478,0.687582436,9.740287908
17544,1.216836685,0.269945216,9.808922612
17546,0.577348279,0.220535205,9.849802006
17547,-0.30926577,0.411555666,9.848568489
17549,-0.487909784,1.156853073,9.594112665
17550,0.043913085,1.112659504,9.676980117
17552,0.676677925,0.526044679,9.714428737
17553,0.600169789,0.253405335,9.545484484
17555,0.427333037,0.531954878,9.41957087
17556,0.231610132,1.059644881,9.570259487
17558,0.10893625,1.181212027,9.755840598
17559,-0.19583632,0.408998544,9.810273368
17561,-0.122531425,0.095489663,9.751925567
17562,0.133944543,0.383572534,9.633664056
17564,-3.57E-04,0.697032953,9.73640311
17565,-0.134969692,1.017935813,9.701472819
17567,-0.36647051,0.907899168,9.793910036
17568,0.043532273,1.017385271,9.474142226
17570,0.104428337,0.714053218,9.588018091
17571,0.185424185,1.017605182,9.638053741
17573,-0.109692819,1.238972123,9.806297968
17574,-0.32440956,1.366277116,9.532768312
17576,-0.127673743,1.093505937,9.512896786
17577,0.393846795,1.205202765,9.710696025
17579,0.372092845,1.288153161,9.720506017
17580,-0.030690681,1.355966025,9.683527049
17582,-0.177128273,1.60387596,9.545108639
17583,-0.088071768,1.477800289,9.650194034
17585,0.016492067,1.026473139,9.8329033
17586,0.1886703,1.037442373,9.916624786
17588,0.521057477,1.529124145,9.489191972
17589,-0.13864974,1.057423682,9.413586129
17591,0.392996345,1.447877022,9.005864226
17592,0.613901927,0.883763417,9.382514638
17594,1.24379245,0.607383442,9.604018865
17595,1.036343628,0.470593862,9.516879665
17597,0.875467422,1.378149081,9.121200496
17598,0.201012225,1.865158407,9.242912984
17600,0.248309025,1.451507941,9.419084718
17601,0.708708346,0.681266366,9.861005139
17603,1.178495913,0.625168767,9.939399223
17605,1.147477979,1.013573616,9.613793491
17607,0.272182728,1.285502289,9.494240662
17608,-0.163971079,1.54632688,9.701927988
17610,0.373760421,1.4409714,9.727878
17611,0.927456365,0.777931576,9.898748836
17613,1.176747047,0.510792082,9.795486717
17614,0.879429048,1.149148498,9.562000127
17616,0.243747888,1.568868831,9.649963707
17617,0.096400376,1.275215129,9.77761936
17619,0.561469338,0.931971043,9.61468154
17620,1.21612904,1.157119701,9.324489446
17622,0.66183289,0.495593061,9.799254702
17623,0.064404115,0.783251844,9.778602467
17625,0.061489067,1.641077078,9.446905508
17626,0.246605543,1.298806592,9.50606631
17628,0.589784856,1.136450064,9.508966681
17629,0.498594148,0.904878731,9.586067027
17631,0.472187929,1.107236362,9.555555859
17632,0.255316409,1.396341914,9.620050307
17634,0.286070613,1.518151943,9.632986056
17635,0.44744563,1.16174247,9.595513335
17637,0.546599055,0.839573556,9.651909416
17638,0.524140722,0.747636483,9.811582937
17640,0.602759724,1.095698777,9.812286213
17641,0.215351832,0.928945113,9.789176005
17643,0.182909376,1.08245443,9.553049338
17644,0.379301458,0.933452278,9.616678225
17646,0.402736067,0.637921313,9.860798165
17647,0.442785192,0.601854844,9.786081012
17649,0.282657832,0.493447554,9.734969586
17650,0.093975465,0.643125736,9.557782162
17652,-0.438335146,-0.098334814,9.822950275
17653,-0.542720885,-0.141809406,9.672358
17655,-0.535744794,-0.454039751,9.839364591
17656,-0.505817227,-0.500266568,9.631233944
17658,-0.457149012,-0.389364347,9.473439429
17659,-0.649275414,-0.383117571,9.572400984
17661,-0.765180439,-0.390683958,9.575796199
17662,-0.705821197,-0.616656479,9.432834182
17664,-0.789120243,-0.693091365,9.266379285
17665,-0.686568717,-0.511581175,9.353729826
17667,-0.706400099,-0.509553119,9.760345953
17668,-0.636672089,-0.284344386,9.615360986
17670,-0.779467145,-0.257790004,9.521368323
17671,-0.698831858,-0.343998253,9.563342148
17673,-0.504063902,-0.494764699,9.702612983
17674,-0.452725507,-0.499137983,9.722594993
17676,-0.565492991,-0.439262634,9.453402298
17677,-0.253174051,0.264858296,9.736920358
17679,-0.08273686,1.181993459,11.02864498
17680,0.178395503,1.395804169,11.51128704
17682,-0.234597942,0.04546414,10.24536764
17683,-0.459967521,-0.857570772,9.658928717
17685,0.720477182,0.179933836,9.989009972
17686,1.134483755,0.800259261,11.71362627
17688,0.960751137,-0.604425532,11.1221385
17689,0.039263533,-2.107137827,7.913439685
17691,-1.200772834,-2.410709122,7.466441352
17692,-1.365914417,-1.225733665,8.745911769
17694,-0.710942324,-0.359624986,8.592332981
17695,-2.125151308,-1.898868693,7.22533521
17697,-1.588426861,-1.273415261,5.968879995
