Packet number,Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
8061,0.927081816,1.203800985,10.32236445
8063,0.335127306,1.721886246,10.09288819
8064,0.155782922,2.251319952,9.375343826
8066,0.885703285,2.149825911,9.645471524
8067,-0.253649608,1.410564925,9.699908206
8069,-0.17289969,1.182941534,9.967709797
8070,0.624095143,1.435089906,9.775996385
8072,0.501048994,1.621837946,9.637161241
8074,1.416544939,1.444507449,10.35772889
8076,0.715931275,0.59627082,9.983221996
8077,-0.066071685,0.097768306,9.55458735
8079,0.172792556,0.372810265,9.700015394
8080,0.167986225,0.810974767,10.06080156
8082,1.143221063,0.781288436,9.916446324
8083,0.506982057,0.122921089,9.531698491
8085,0.507187947,-0.085640398,9.779848861
8086,0.241439623,0.440872483,10.02064572
8088,0.433063286,0.890620719,10.25491157
8089,0.553488393,0.980351871,10.39717396
8091,0.396032431,0.834981008,10.32115443
8092,-0.22106149,1.019000845,9.433880858
8094,0.585430506,1.264097543,9.129290783
8095,0.994735621,0.689406526,9.199448868
8097,0.765347816,-0.097913153,9.097147757
8098,0.898842287,-0.20862742,9.246561697
8100,0.451179259,0.666339126,9.795909596
8101,-0.226408266,2.131708775,10.02846502
8103,-0.092161132,1.738472723,9.876727439
8104,0.077484567,0.434800973,9.001578819
8106,0.283482061,-0.076211461,9.026725111
8107,0.501121713,0.610274032,10.29982824
8109,-0.489489914,0.977502454,10.20045574
8110,0.417206859,1.469087407,10.02943328
8112,0.152683348,0.227307133,9.593816943
8113,0.367544903,0.154334973,9.79587156
8115,-0.220837466,0.107132661,9.888720441
8116,-0.023574703,1.096810644,10.05998004
8118,-0.299266563,1.603677011,9.986160184
8119,-0.59009453,1.260037785,9.84911718
8121,0.053954174,0.962686376,9.956252308
8122,0.220578105,0.25855274,9.78004282
8124,-0.741028893,-0.8444075,9.685496792
8125,-0.056427482,-0.094319175,10.3153062
8127,-0.197429362,0.999095651,10.4113082
8128,-0.281403191,1.368134086,10.37555307
8130,-0.925841133,0.785162657,10.05036083
8131,-0.202201365,0.802021461,10.65036324
8133,0.027635032,0.10265703,9.94936588
8134,-0.14057915,-0.012575708,8.986576175
8136,0.845738635,0.672996829,9.262528492
8137,0.416216245,0.750451109,9.910120014
8139,0.319300264,0.070789516,9.831434367
8140,0.75973587,-0.478427969,9.114181824
8142,0.628514172,-1.203635103,8.288481081
8143,1.344294007,-0.345292153,9.131561003
8145,0.524808766,-0.1905691,9.734681586
8146,-0.143641457,0.161423184,10.06381584
8148,1.021187473,-0.306961891,10.03632576
8149,0.463173539,-1.508720224,8.718236501
8151,0.954232105,-0.51977747,8.827546917
8152,1.069822017,1.199184526,10.36533725
8154,-1.487160354,0.193260357,9.500478988
8155,0.387560234,0.043453643,9.856682774
8157,1.661986841,-0.256938369,9.672157984
8158,0.429352341,-0.502285013,9.518441732
8160,0.50104453,0.384807444,10.00772659
8161,-0.313355445,0.606135945,9.630042156
8163,-0.070623025,0.336209965,9.500124218
8164,0.578026932,0.151505391,9.926043701
8166,-0.051822055,0.073100091,9.84604549
8167,-0.370817007,0.348355947,10.34721827
8169,-0.204415796,-0.247902214,10.66895601
8172,0.87489999,-0.993998037,10.1483699
8174,1.372652771,-0.899964317,10.00824514
8175,-0.993720593,-1.109636057,9.657719542
8177,-0.746641748,0.715950737,11.2612568
8178,-0.6313874,-0.321380031,10.31403923
8180,0.866444974,-1.553355938,8.827670269
8181,1.624657712,-1.773686855,9.007290903
8183,0.252904236,-1.42596083,9.298351289
8184,-0.640392281,0.619894673,10.33420322
8186,-1.056759513,1.364611341,10.43605255
8187,-0.338834023,-0.507870133,8.901820401
8189,1.439650427,-1.37998757,8.455831431
8190,1.99642033,-1.02597181,8.925781889
8192,-0.103945123,-1.607999724,9.706493305
8193,-1.701540408,-0.605087887,10.39570688
8195,-1.561096774,1.11693066,10.29668002
8196,-0.139704324,1.524431284,9.891547406
8198,0.288658139,-0.230989496,9.771866035
8199,0.14940333,-1.037786607,9.984410773
8201,0.251814628,-0.415738946,9.782346151
8202,-0.713149667,-0.127126333,10.05652158
8204,-2.009958717,-0.393180378,9.796744606
8205,-0.778685439,0.792206756,10.30303669
8207,-0.418255565,0.197439818,9.642795877
8208,0.49275294,-1.031089107,10.06854367
8210,0.180035031,-1.759443152,9.864513925
8211,-0.33016703,-0.843826645,9.100731784
8213,-0.098886083,0.851783343,9.945944909
8214,0.276663023,1.15946311,10.43566307
8216,-0.712267756,-1.114256338,9.006640639
8217,-0.383014482,-0.434691154,8.607739879
8219,-0.199358195,0.070095141,9.730743682
8220,-0.064421152,0.376809665,9.89483796
8222,0.275492773,-0.191343108,8.735655647
8223,1.37070555,-1.153568512,9.164650089
8225,1.307826187,-2.551202582,10.10841934
8226,0.910785195,-2.495317588,9.625475146
8228,0.329437096,-0.314277626,9.206119721
8229,0.029185108,1.564036257,10.35820908
8231,-1.026973294,-0.144295014,10.16330956
8232,0.216377196,-1.001759762,10.02254211
8234,0.757661989,-1.372286169,9.450562473
8235,0.982149448,-0.646241765,8.810693015
8237,0.271041966,0.255243552,9.717650754
8238,-1.338174239,0.528209672,10.43196216
8240,-2.159219362,-1.202332885,10.44323997
8241,-0.41944957,-1.59209059,10.36386376
8243,0.323915492,-0.962088568,9.834390227
8244,0.111276714,0.436252798,9.240457081
8246,-0.665276353,0.756090982,9.678310615
8247,-1.757909392,-1.105028411,10.34052639
8249,-1.163738042,-1.545373089,10.96542193
8250,-0.872867161,-1.290889639,10.25366323
8252,-0.0493648,-0.460867061,9.515695632
8253,-0.044765286,-0.40437952,10.15844227
8255,-0.240562049,-0.881552213,11.05260061
8256,-0.75812284,-1.719157854,11.28143506
8258,-1.577129167,-1.575238857,10.31589522
8259,-0.580784185,0.233352243,9.30300637
8261,0.017976139,0.108524992,8.671729293
8262,0.930736307,-0.994011244,9.544605404
8264,0.924466017,-1.715063583,10.77859805
8265,-0.581081056,-2.01268498,10.13314513
8267,-0.685654398,-0.324246477,8.973998486
8269,0.473965397,0.961445408,8.822878917
8271,0.587423666,-1.338229197,9.012443155
8272,1.125326831,-2.003917821,10.63172739
8274,-0.200565505,-1.576566896,10.5412995
8275,-0.547194908,-0.04593447,9.544541959
8277,0.145472925,0.664736879,8.843082605
8278,0.208025576,-1.147360073,9.175218846
8280,1.032807196,-1.827959649,10.22350018
8281,0.489707493,-2.338589095,10.11363417
8283,-0.224575269,-0.771406808,9.450569896
8284,-0.027712864,0.873748542,8.906371882
8286,0.159085933,-0.172796141,8.892205767
8287,0.885161863,-0.782168016,9.860742603
8289,0.30343861,-1.796021122,10.20390783
8290,0.342143907,-0.616855088,10.02912411
8292,0.658747756,0.694141505,9.313069103
8293,-0.003568466,-1.048596276,8.674472414
8295,0.162136208,-1.151827863,10.28610019
8296,-0.279285523,-1.064023645,11.07618218
8298,-0.364566083,-0.099646623,10.35842033
8299,0.795582885,1.372143911,9.462327095
8301,1.117745939,0.17172309,8.847462722
8302,0.392008578,-1.395428393,10.02388511
8304,-0.098921262,-0.528209104,11.06298275
8305,-0.713076396,-0.624779113,9.7906116
8307,-0.010420824,-0.590876912,8.381150663
8308,1.155886827,-0.730229194,9.048107553
8310,1.795066979,-1.636091709,10.07444524
8311,1.128947884,-1.842770687,9.607131242
8313,0.593466932,0.052087759,9.827088819
8314,0.337363583,0.119155047,10.15911486
8316,0.416835094,-1.58127994,9.795567816
8317,1.261484528,-0.520293332,10.31625516
8319,0.815682686,-1.506596956,9.675428077
8320,0.290108213,-1.219377385,10.12718795
8322,-0.003786308,-0.372275311,9.72229354
8323,0.2178102,0.539498385,9.100054087
8325,1.294984619,-0.793298136,9.212522378
8326,1.646201638,-1.343848794,9.752794154
8328,0.891113594,-0.856334963,9.50480301
8329,-0.159835605,0.590938112,9.551100599
8331,-0.502767352,-0.223993181,9.638331112
8332,0.194830896,-1.227210347,9.975494792
8334,1.023677974,-1.410186714,9.591164206
8335,1.549464071,0.035482358,9.843160173
8337,1.057323071,-0.469612742,9.33431301
8338,0.315387717,-0.238102833,9.843122893
8340,0.423503445,0.045373587,9.848790156
8341,0.554499689,-0.536764469,9.109043524
8343,1.098770458,-0.099194706,9.57681747
8344,1.294822508,-0.742042863,9.016028492
8346,1.535867318,-0.107369376,8.89486632
8347,1.853952044,0.100279683,9.518937252
8349,1.132654356,-0.57472328,10.12130176
8350,0.40779684,-0.963767611,9.981313043
8352,0.590946873,0.318238093,9.763239732
8353,0.66351275,-0.556728195,9.213930306
8355,1.215214108,-0.728697866,9.905686841
8356,1.42610103,-1.394069195,10.05241918
8358,0.82131133,-0.734646026,9.102710135
8359,0.439522669,0.89243567,9.204456285
8361,0.39597711,0.606348165,9.802378726
8362,0.335888119,-0.655685198,9.952394788
8364,0.510972565,-0.312467644,10.03140031
8366,0.432897873,-0.64809002,9.878262777
8368,0.368483492,-1.001833528,9.643503318
8369,0.570924895,-0.690670993,9.495836683
8371,0.887466608,-0.612415966,10.02275909
8372,0.880596381,-0.792949594,10.29254341
8374,0.538702756,-0.467130249,10.22905864
8375,-0.058062255,0.118130118,9.883877522
8377,0.206883889,0.354889639,9.541869772
8378,0.758943715,-0.825141454,9.461599476
8380,1.09300242,-0.165561201,10.280354
8381,0.824481557,-0.539838106,9.779508721
8383,0.350019738,-0.503814009,9.438562385
8384,0.327959067,-0.560271672,9.569131842
8386,0.608998788,-1.122056317,9.458559794
8387,0.869018508,-0.488709503,9.891773531
8389,0.833984112,-0.232062925,9.615792019
8390,0.646655838,0.509046796,9.711469643
8392,0.640526985,0.140570301,9.393847354
8393,-0.010145215,-0.848373639,8.892333979
8395,-0.035021642,0.083458787,9.807752972
8396,0.273812841,-0.441857369,9.877577368
8398,0.365571387,-0.813433075,9.313607342
8399,0.688469303,1.228989704,9.262590354
8401,0.372801939,0.541320078,8.540786652
8402,-0.4535554,-0.521551976,9.522122084
8404,-1.316856997,-0.291216153,10.76913845
8405,-1.907917902,-1.240114673,9.770366433
8407,-1.189092698,-0.230005622,9.583983581
8408,-0.445090502,-0.332980368,9.523372858
8410,-0.363226967,-0.200611196,10.05670263
8411,-0.801759477,-0.121568207,10.68022686
8413,-1.017768076,-0.919653188,10.20927546
8414,-0.627006766,-1.269012894,9.837165791
8416,-0.006426191,-0.098251411,9.922455303
8417,-0.447786327,-0.540251384,9.743243418
8419,-1.536598525,-0.189121619,10.24855704
8420,-1.871601037,-0.385931455,9.659537598
8422,-1.276346695,0.153545756,9.491526959
8423,-0.150683233,0.423533856,9.575129426
8425,0.729008405,-0.540533444,9.327577509
8426,0.660890951,-1.832051335,8.987161503
8428,-0.501248375,-0.752905543,9.539811618
8429,-1.205969959,-0.181444249,9.86707049
8431,-0.981111114,0.582008664,10.33677958
8432,-0.128692544,-0.240474587,9.942524148
8434,0.547327617,-0.599476238,10.0884666
8435,0.384539666,-0.43544756,10.05081786
8437,-0.35279954,-0.103044463,10.02290539
8438,-0.397146588,0.190030044,9.898377587
8440,-0.024152451,-0.453520337,9.545017716
8441,0.202961735,-0.646053063,9.451901152
8443,0.101090688,0.099843996,9.983245022
8444,-0.621014819,-0.476556992,9.828341271
8446,-0.68233771,-0.35595148,9.632969009
8447,-2.19E-04,0.193157687,9.591726702
8449,1.155461276,0.24793222,9.216121887
8450,1.57589856,-0.710512449,9.30346633
8452,0.981202111,-0.629683044,9.772156778
8453,-0.567412359,-0.920945492,9.986782075
8455,-0.945897095,-0.228689823,9.770536561
8456,-0.465979617,0.613685234,10.05495044
8458,0.674524948,-0.400347973,9.897455136
8459,0.841252746,-0.634270057,9.988982398
8461,0.025622895,0.240277752,9.89068758
8463,-0.657936358,0.339586571,9.6329913
8465,-0.461764291,-0.167895441,9.586918585
8466,-0.03968245,-0.648025027,9.059542722
8468,0.291432774,0.658207782,9.855810133
8469,0.462845516,-0.779146335,9.632259791
8471,0.008930819,-0.149316334,10.11746437
8472,-0.108212082,0.081458719,9.624958075
8474,0.091254201,-0.41742162,9.054871986
8475,0.105204722,0.074047322,9.841698732
8477,0.081226267,-0.780711221,10.19891388
8478,-0.442688347,-0.313823542,9.826356548
8480,0.007758779,-0.269104461,9.075613212
8481,0.988433195,-0.401926238,9.51396422
8483,1.053812796,-0.339980961,9.915378307
8484,0.491377619,-0.218470104,9.759287629
8486,-0.480562857,0.037333497,9.598464173
8487,-0.811715368,-0.099597953,10.19042815
8489,-0.307040427,-0.600330874,10.10303463
8490,-0.238292372,-0.156090128,9.45934594
8492,0.232642722,-0.041513555,8.785706674
8493,-0.106338562,0.132624556,9.572851195
8495,-0.421137306,-0.182021527,9.878726146
8496,-0.827288727,-0.510414578,9.869345519
8498,-0.711477611,-0.136884862,9.874396347
8499,-0.280916169,0.212826933,10.00038127
8501,0.550566452,-0.183164937,9.176210916
8502,0.937436985,-0.503291188,9.423915861
8504,-0.340066482,-0.298740999,10.42656542
8505,-1.277262589,0.130229562,10.13839863
8507,-0.664549296,0.46768121,9.041322333
8508,0.361771841,0.971022686,9.044265562
8510,1.264461423,-0.079186648,8.941064106
8511,0.155159558,-0.590488562,9.414390787
8513,-1.373620372,-0.454845746,10.27441159
8514,-1.470950204,-0.106552907,9.957934529
8516,-0.469528286,-0.376763569,8.613535232
8517,0.762797222,0.421534292,8.927100463
8519,0.94300346,-0.201814221,9.706353549
8520,-0.105771805,-0.302610857,11.17255342
8522,-0.732875816,-0.713176769,10.47565715
8523,-0.463541994,-0.373407877,9.378241361
8525,0.936291237,0.101619132,9.094003929
8526,1.422372056,0.014422297,9.885879565
8528,-0.285912795,0.166313139,10.84211365
8529,-0.991987623,-0.481502752,10.50227612
8531,-1.38277456,-0.771687172,9.410079983
8532,-0.61980478,0.311744776,9.326849261
8534,0.932440693,0.646614427,9.76780984
8535,1.593582617,-0.18353576,10.08282986
8537,0.594344315,0.306339153,9.790598857
8538,-1.15686385,0.39451249,8.943752508
8540,-1.276376223,-0.02286416,8.354028945
8541,-0.781482012,-0.112425122,9.773527179
8543,-0.283673985,-0.475823813,10.81481816
8544,-0.317112548,-0.507481166,10.29752325
8546,-0.373850666,-0.495841493,9.394687427
8547,-0.309246082,0.718644703,8.685288407
8549,-0.057806078,0.16741933,8.946926294
8550,0.443438074,-0.745275909,10.71918502
8552,-0.156542293,-1.83422842,11.51214575
8553,-1.141410367,-0.608764362,11.09718119
8555,-0.888290762,-0.642446484,9.17358823
8556,-0.107994263,-0.483611463,9.315037163
8558,0.154854019,-1.474908599,10.69365686
8561,-0.174930209,-1.799063598,10.85316124
8563,-1.553342218,-0.014646296,11.21423309
8564,-0.987308996,-1.225451598,9.454431337
8566,-0.579979926,0.321636052,9.019223864
8567,-0.027207748,0.151875298,9.292115554
8569,-0.121146537,-1.364760278,9.543118027
8570,-1.186565454,-0.492110505,10.17960627
8572,-1.26117126,-0.017689372,9.274954403
8573,-0.32115788,0.421269237,8.510981911
8575,0.643943849,0.64626178,9.031319011
8576,0.762784619,0.770222248,9.828569247
8578,0.025981018,0.12680562,9.912131015
8579,-0.695537153,0.858992753,9.667287773
8581,-0.57929555,1.0319443,9.447426205
8582,0.169657127,0.866378366,8.998993895
8584,0.926142269,-0.236168832,9.20023944
8585,0.565136393,0.540430243,10.46715726
8587,0.08612946,0.355135362,10.61233379
8588,0.067485114,0.342671051,9.619038365
8590,0.27729633,1.350375633,9.728528909
8591,1.392131876,0.20181187,9.420336629
8593,1.346927045,-0.012555098,9.701992058
8594,-0.376576245,0.509296637,10.10046987
8596,-1.04962555,0.462241192,9.7525141
8597,-0.146101441,1.020512562,9.74810325
8599,1.677726868,0.667000258,9.115348015
8600,1.706877547,1.376837659,9.577447181
8602,0.804213655,1.206684905,9.758483819
8603,-0.323943977,0.712549695,10.03216466
8605,-1.315446112,0.213514175,9.661667772
8606,-0.95562332,0.685685777,9.955427617
8608,0.559925491,0.850655398,9.943773048
8609,0.754780668,1.212232589,10.63209655
8611,0.499150251,1.368660183,10.97085799
8612,0.318008307,0.561741678,10.09759637
8614,0.359000772,0.028200426,9.402879841
8615,0.278040416,0.18456619,9.16447159
8617,-0.133716306,0.985536893,9.804442083
8618,0.224504223,0.723729083,9.875450014
8620,0.452598766,0.977378081,10.07146786
8621,0.790032922,0.862695049,9.585981161
8623,1.205577921,1.08939069,8.624158861
8624,1.003765849,1.66310021,9.129051635
8626,0.478990322,1.386766678,9.308040547
8627,-0.176353371,0.984335475,9.602636993
8629,-0.590087015,0.175193514,9.813969558
8630,-0.173663078,0.010266739,9.532627454
8632,0.235276096,0.824999581,9.648975128
8633,1.217928144,0.781274277,9.490206637
8635,1.410493652,0.598807795,9.283692892
8636,0.468732421,0.760164117,9.37522494
8638,-0.130172998,0.724062496,9.507603307
8639,0.152220774,0.022937788,9.709780052
8641,0.0995066,0.870233924,9.941628838
8642,0.661217238,0.562302516,9.44165618
8644,0.468167996,0.703270395,9.377110312
8645,0.570547978,-0.044367254,9.526907171
8647,0.263644715,0.278129877,10.19945505
8648,0.35626424,0.065791632,9.871870827
8650,-0.417296008,1.026784448,10.47576166
8651,-0.020416161,0.73193927,9.748583499
8653,-0.699571919,1.202602076,10.29319183
8654,0.035278966,0.046557507,10.07814892
8656,0.312619612,0.434454262,10.6487954
8658,0.822687937,0.440382154,9.63620449
8660,-0.290567621,1.942148654,9.143467769
8661,-0.152068366,1.243247222,9.16195672
8663,0.208138236,0.21029965,9.820848604
8664,0.367821247,-0.328798366,9.957332275
8666,0.017188538,1.060145198,9.73651685
8667,-0.091077848,1.619693249,9.608199223
8669,0.019134476,1.10199583,9.094457949
8670,-0.602650702,0.996961867,9.4016724
8672,0.144550125,0.570291097,10.05416469
8673,1.429996371,0.947685157,10.5344902
8675,2.303587808,0.699036273,9.5045669
8676,0.855943606,1.559326294,8.276252771
8678,-1.072283443,2.069358207,9.065012311
8679,-0.515858159,-0.072031185,9.642237007
8681,-0.472578278,-0.165435778,10.89969967
8682,-0.327420955,-0.123363267,10.30091462
8684,-0.644868274,0.926878195,9.11434086
8685,-0.491129378,1.063768812,8.459983692
8687,-0.736509296,1.478280255,8.948957377
8688,0.051248623,0.915597096,9.877602226
8690,0.407322202,0.307676912,9.598998489
8691,-0.74512225,1.516371087,8.908780518
8693,-1.382290974,1.952844708,8.852963481
8694,-0.139735848,0.223787663,9.876367698
8696,-0.46855209,0.466091746,11.46419573
8697,0.065700756,0.147012507,10.17144462
8699,-0.591566797,1.169353112,8.012258298
8700,-1.857902045,2.286247639,8.021489276
8702,-0.322318182,1.384618256,8.794767275
8703,0.449667819,0.967556906,10.77862255
8705,1.092961315,0.243664931,9.471752468
8706,-0.841661277,1.709970231,8.999100243
8708,-1.300532974,0.768158729,8.972039836
8709,0.260282356,-0.828272572,8.875867163
8711,-0.241910745,0.52267267,9.523605348
8712,0.252335699,0.633255716,9.745474408
8714,0.14496269,0.260189886,10.67470676
8715,-1.02311826,0.850515692,10.23620588
8717,-1.553300268,0.961439492,8.758834794
8718,-0.555151982,1.095249642,9.187374474
8720,1.064220047,0.575249951,10.50316955
8721,1.169119849,1.004206123,9.971265168
8723,-0.446760252,2.456128638,9.477448142
8724,0.324176565,1.238339187,9.050802692
8726,0.541077777,-0.680340502,10.11043269
8727,-1.090858497,-0.695782575,11.28422594
8729,-0.653911729,-0.176253172,10.55873278
8730,-0.183870151,1.789308414,9.979528155
8732,1.664240908,1.361257806,8.728196653
8733,0.448568084,1.274992915,10.07606817
8735,0.850849444,-1.15705666,10.46712228
8736,-0.22417884,-0.936072581,10.74474653
8738,-1.732320686,1.032404777,10.11098294
8739,-1.121895126,1.767664626,9.017531997
8741,1.54479502,-0.18783298,8.857302174
8742,0.772606416,0.366209836,9.382858107
8744,-0.134066032,0.142878843,7.788261447
8745,-1.678421072,0.95638147,7.984831291
8747,-0.964374599,-0.070141989,9.641609115
8748,0.860255371,-1.087737462,10.47161261
8750,0.146308389,0.041645302,10.31201341
8751,0.007355141,0.507530841,8.048415005
8753,-0.961027402,1.498122099,8.1975896
8755,-1.172664139,0.489192203,10.09881536
8757,0.136425684,-0.991093071,10.42706362
8758,0.102504928,0.45748029,10.81577508
8760,1.088074623,1.450353206,8.963017007
8761,1.125440125,1.387188607,7.848645182
8763,-0.894063798,1.72416853,9.074976116
8764,-0.078728443,-0.090368842,10.69216203
8766,0.814695863,-0.559658862,11.03740638
8767,0.397075573,0.342224207,9.93694613
8769,-0.084044335,2.094575218,8.976592486
8770,0.291740069,2.414298857,9.616007745
8772,1.06541283,0.750151558,10.71107049
8773,0.630252538,-0.252329668,10.87533883
8775,-0.594722798,0.196949354,10.42578512
8776,-0.499172612,0.438780854,9.475450092
8778,0.025903114,1.067097418,9.428472147
8779,0.603115727,0.751612227,9.535323116
8781,0.2159265,0.56812527,10.37338152
8782,0.043019884,-0.565126032,10.21646698
8784,-0.683566094,-0.211249781,9.452029574
8785,-0.312177726,0.127048521,8.607127303
8787,-0.031038422,0.362010724,9.204011878
8788,-0.123483627,0.001539,10.45616654
8790,-0.912525613,-0.418150513,10.2116219
8791,-1.292865823,-0.40638459,9.005190543
8793,-0.557139436,0.226401981,8.882908971
8794,0.742387778,0.402004723,9.658652643
8796,1.553508106,0.460379313,10.82604559
8797,1.917970417,0.092347427,10.74928641
8799,0.801098133,-0.341686825,10.16089101
8800,-0.533840201,-0.285872268,9.984447845
8802,-0.052052367,-0.188134239,9.884644507
8803,0.529624765,-0.053673673,9.989665132
8805,0.680965858,0.527439216,10.15013174
8806,0.418436127,0.774489438,9.277902486
8808,-0.138393931,0.873359835,8.373764108
8809,-0.127971548,0.86019088,8.706822823
8811,0.177717718,0.602825082,10.10578873
8812,0.453114029,-0.022984246,10.1712389
8814,-0.230551405,0.580026003,8.649490954
8815,-0.978451679,1.166830844,7.892483852
8817,-0.451041548,1.116100065,8.810499962
8818,0.259233647,0.122031204,9.673968685
8820,0.060181559,0.282113832,9.19009132
8821,0.336491527,1.690571712,8.797350611
8823,0.850270239,1.795855218,9.688784495
8824,0.317907166,0.854095455,10.53301348
8826,0.657309769,-0.976164077,10.20736776
8827,0.30409807,-1.052868085,9.859135306
8829,0.025738376,-0.066663442,9.894697426
8830,0.41843203,0.990779159,9.960693175
8832,1.282014107,0.916119541,10.84869949
8833,1.718091273,0.178067032,10.70004256
8835,-0.213485292,0.552343451,10.72693685
8836,-0.944901994,0.280452278,10.172429
8838,-0.907937694,0.774578743,10.55297626
8839,1.079375774,-0.092192971,10.15918778
8841,0.632955102,0.579736102,10.22733101
8842,0.642372192,0.474531996,9.18458487
8844,0.186296069,0.67886029,8.971693793
8845,0.284450308,0.831295873,9.639349911
8847,0.978605838,0.608426289,9.702316861
8848,0.827646012,0.76205633,9.701245171
8850,0.83257318,0.602020688,9.549759126
8852,0.189930372,0.911519356,9.314311972
8854,1.13698432,0.916107817,8.717479229
8855,1.059028781,0.959153684,9.570088789
8857,1.378024361,0.83181381,10.14783643
8858,1.914829162,1.346987644,9.53196231
8860,1.261713544,1.174891051,8.640472757
8861,-0.502261479,1.343264135,10.09757416
8863,0.717274982,0.161283171,9.968346311
8864,0.579872773,0.297616997,9.865435213
8866,0.020772352,1.06696848,9.444904999
8867,-0.924696081,1.180657727,9.436684286
8869,-0.033928248,0.055202595,9.657749389
8870,0.221826103,-0.525229344,9.730603601
8872,-0.568080617,-0.302713274,9.663085334
8873,-0.279045519,0.12269796,9.700108894
8875,0.431035735,-0.480539828,9.476227285
8876,-0.50087109,0.150834678,10.12071285
8878,-0.587212625,-0.475821549,9.471499475
8879,-0.593617225,-0.549856107,9.951175242
8881,0.192080585,-1.100674432,9.725744332
8882,-0.584267149,-0.39074416,9.97087745
8884,-0.476714569,-0.02729089,9.217719442
8885,-0.162345594,0.1936789,9.629985993
8887,0.333684015,-0.371988126,9.870050685
8888,0.125346023,-0.601756441,9.580031549
8890,-0.458905493,-0.130825976,9.592854584
8891,-0.64762156,0.258201184,9.641314801
8893,-0.12683608,0.260541874,9.046334502
8894,0.822809946,0.070679145,8.548740312
8896,0.433472021,0.246983224,9.475442685
8897,0.474406302,-0.12378264,9.52626062
8899,-0.051127724,0.24929077,9.615376407
8900,-0.170830386,0.568012084,9.451958268
8902,0.446720791,0.580084102,9.335201772
8903,0.397054007,0.166787911,9.820979695
8905,0.842282394,-0.565072601,9.505154069
8906,0.341796037,-0.330035939,9.242781707
8908,-1.086790131,0.927914109,9.656455342
8909,-0.014132806,0.466045304,9.240256872
8911,0.806040519,0.524613264,9.322440656
8912,0.329403743,0.508017167,9.943621109
8914,-0.298750731,0.340185682,10.27024026
8915,-0.394229593,-0.213082842,9.827312873
8917,-0.29239983,-0.18033754,9.758263808
8918,0.65786495,0.570418569,10.37082102
8920,1.161144185,1.521490873,12.03784451
8921,2.169032828,0.291978886,9.234022553
8923,-2.129587039,0.552054267,8.458906822
8924,-2.765527531,-1.932146039,8.288861306
8926,-1.331070506,-1.699065097,10.01568757
8927,1.104756319,-0.366430792,9.845337983
8929,2.222513931,2.728887734,10.17864648
8930,2.087360604,1.728143032,10.16935977
8932,0.476113947,-0.54685509,9.059297918
8933,-2.156780734,-0.959751231,8.502838076
8935,-2.831273333,-1.167920509,7.947539478
8936,-3.015410463,-0.28404994,9.657338014
8938,0.884800945,-0.697827481,9.560491743
8939,2.390454276,1.417054216,9.719936115
8941,0.963353172,1.9762634,9.736753675
8942,-0.627655267,0.74364388,9.448400826
8944,-0.744970957,-1.26392208,9.913284561
8945,0.13103285,-1.578047171,10.19174708
8947,0.412416389,-0.039694967,10.23694417
8950,1.17759695,1.755588217,9.557768215
8952,0.418956765,1.954900193,10.21567781
8953,-0.646060315,0.870987221,11.41628746
8955,0.854539186,-0.532084157,9.68510206
8956,0.020338461,-0.881827397,9.100515471
8958,-1.502438409,-0.007099987,9.55106821
8959,-0.415823634,-0.412614241,8.715984958
8961,0.059097615,0.062037452,10.28383562
8962,1.019103963,0.648453323,11.91585894
8964,1.960475593,0.254295756,10.06176228
8965,-0.290101821,0.761487161,9.063671152
8967,-1.118213336,-0.79717416,8.287775921
8968,-2.096114589,-2.037000727,9.533023769
8970,-1.962114799,-2.076760839,10.79228835
8971,0.258784873,-0.606859752,9.772020012
8973,1.706144079,0.477232906,8.909183868
8974,0.592069561,0.618351659,9.258002233
8976,-1.235259377,-0.162552571,9.573646205
8977,-2.105063843,-0.849942229,10.04820362
8979,-0.991088551,-0.679058322,11.14822282
8980,1.242694966,-0.816576924,9.428583945
8982,-0.212077586,1.601987204,9.389182055
8983,-0.267559732,0.890797991,8.513066915
8985,-0.622149413,-0.693141296,9.827885924
8986,-0.115142342,-2.098855303,10.28938364
8988,-0.722285893,-1.037992366,10.05951964
8989,-0.921873191,0.710573256,9.405777878
8991,-0.389788188,0.921986135,9.481173407
8992,1.081712238,-0.519782487,8.856227488
8994,-1.581052187,0.387427698,10.26739574
8995,-1.612673805,-0.323924968,9.957063595
8997,-0.153889915,-0.78999521,9.848469432
8998,0.659274532,-0.199832344,9.543491809
9000,0.246878388,0.572027214,9.443453481
9001,-0.481849269,0.568441252,10.36369074
9003,0.0346467,-0.760136919,10.52701537
9004,-0.796040694,-0.688562402,10.34221639
9006,-0.371926596,-0.583818494,9.234269277
9007,0.165989459,0.121828141,9.711537562
9009,1.072301384,-0.277208193,9.887819737
9010,-0.297920861,0.370794796,10.68580325
9012,-0.192445507,-0.798311391,9.716832751
9013,-0.636733529,-0.715143202,9.877157426
9015,-0.322779268,-0.464618017,9.767757668
9016,-1.126938456,0.843656709,10.46916838
9018,0.698109237,-0.344722856,9.403330141
9019,0.750423534,-0.373396184,9.472138404
9021,0.299184177,-0.381630729,9.002489403
9022,-0.823249864,0.408837942,8.832458862
9024,-1.112735193,0.315864388,9.149799692
9025,-0.207639794,-0.938108829,9.146925625
9027,-0.455613906,-0.193514072,9.726006338
