Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (G),Accelerometer Y (G),Accelerometer Z (G),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2521,9.24,-15.52,-12.97,-0.12,-0.09,0.88,,,
2523,4.08,-13.2,-12.42,-0.14,-0.07,0.96,,,
2524,-1.73,-11.67,-11.22,-0.16,-0.04,1.01,,,
2526,-4.28,-9.75,-10.06,-0.16,-0.04,1.04,,,
2527,-1.06,-10.65,-7.26,-0.14,-0.06,1.07,,,
2529,3.94,-13.67,-3.31,-0.15,-0.05,1.13,,,
2531,7.2,-13.87,0.55,-0.13,-0.05,1.13,,,
2533,7.47,-12.1,4.72,-0.12,-0.03,1.16,,,
2534,3.81,-10,7.67,-0.12,0.01,1.21,,,
2536,-1.34,-7.87,9.02,-0.1,0.02,1.18,,,
2537,-7.57,-5.72,9.88,-0.09,0.02,1.17,,,
2539,-13.73,-4.33,11.26,-0.08,-0.02,1.12,,,
2540,-16.9,-4.34,15.66,-0.06,-0.05,1.1,,,
2542,-15.59,-5.42,21.18,-0.05,-0.06,1.1,,,
2543,-9.14,-7.14,26.84,-0.06,-0.01,1.1,,,
2545,-3.93,-8.91,28.43,-0.1,0.1,1.18,,,
2546,-1.42,-6.9,27.2,-0.1,0.16,1.16,,,
2548,-2.71,-3.85,25.75,-0.08,0.12,1.1,,,
2549,-3.54,1.66,24.96,-0.05,0.07,1.07,,,
2551,-1.47,4.54,26.28,-0.06,0.03,1,,,
2552,3.92,5.68,28.56,-0.07,0,0.96,,,
2554,11.09,5.46,32.39,-0.1,-0.02,0.91,,,
2555,16.9,4.86,36.01,-0.11,-0.02,0.87,,,
2557,19.85,7.37,37.72,-0.14,0,0.89,,,
2558,20.45,8.85,37.29,-0.15,0.05,0.87,,,
2560,17.98,9.65,34.39,-0.17,0.1,0.91,,,
2561,11.96,8.99,29.97,-0.18,0.12,0.94,,,
2563,8.7,12.42,25.26,-0.17,0.09,0.85,,,
2564,5.43,16.64,21.25,-0.18,0.07,0.82,,,
2566,3.2,19.77,17.44,-0.2,0.04,0.86,,,
2567,2.36,19.48,14.04,-0.21,0.03,0.86,,,
2569,2,20.15,11.39,-0.23,0.02,0.9,,,
2570,-1.02,21.01,7.77,-0.27,0.03,0.95,,,
2572,-5.49,19.82,4.08,-0.29,0.03,1.02,,,
2573,-10.05,16.84,-0.06,-0.29,0.02,1.02,,,
2575,-13.64,14.05,-3.94,-0.3,0.02,1.08,,,
2576,-14.25,11,-8.38,-0.29,0,1.13,,,
2578,-11.74,10.06,-12.88,-0.29,0.01,1.19,,,
2579,-8.31,8.77,-18.94,-0.3,0.06,1.23,,,
2581,-5.66,8.19,-25.91,-0.32,0.13,1.25,,,
2582,-5.75,8.23,-32.99,-0.32,0.15,1.23,,,
2584,-7.94,9.03,-40.36,-0.31,0.15,1.19,,,
2585,-9.06,8.58,-47.09,-0.29,0.12,1.13,,,
2587,-3.64,7.27,-51.8,-0.28,0.09,1.08,,,
2588,8.3,4.21,-55.07,-0.29,0.11,1.1,,,
2590,19.64,-0.54,-58.83,-0.29,0.2,1.07,,,
2591,20.78,-6.87,-63.92,-0.28,0.22,0.96,,,
2593,14.71,-7.75,-68.73,-0.24,0.15,0.85,,,
2594,10.21,-3.94,-69.55,-0.24,0.08,0.86,,,
2596,15.66,-5.36,-67.27,-0.24,0.01,0.83,,,
2597,28.19,-8.68,-61.48,-0.24,-0.02,0.83,,,
2599,40.17,-11.54,-55.38,-0.25,0.03,0.85,,,
2600,45.63,-13.89,-51.9,-0.26,0.08,0.9,,,
2602,46.68,-13.62,-49.89,-0.22,0.08,0.93,,,
2603,44.08,-13.12,-48.44,-0.19,0.04,0.89,,,
2605,41.23,-12.52,-46.43,-0.17,0.01,0.92,,,
2606,39.75,-9.91,-44.83,-0.16,-0.04,0.97,,,
2608,40.8,-12.77,-43.42,-0.14,-0.06,0.92,,,
2609,38.52,-14.12,-42.61,-0.12,-0.02,0.97,,,
2611,30.33,-10.34,-41.78,-0.12,0.03,1.06,,,
2612,23.07,-10.04,-40.16,-0.1,0.01,0.98,,,
2614,15.82,-10.28,-37.54,-0.12,0.02,1.04,,,
2615,11.02,-10.94,-33.04,-0.13,0.03,1.04,,,
2617,5.82,-11.49,-26.9,-0.12,0.04,1.06,,,
2618,0.27,-10.7,-20.13,-0.12,0.05,1.08,,,
2620,-4.6,-12.44,-12.32,-0.12,0.08,1.08,,,
2621,-9.31,-14.3,-4.21,-0.11,0.11,1.1,,,
2623,-14.15,-14.12,3.16,-0.09,0.17,1.1,,,
2624,-18.79,-12.66,8.94,-0.08,0.18,1.09,,,
2626,-21.51,-9.12,14.66,-0.05,0.16,1.08,,,
2628,-19.96,-4.28,20.39,-0.04,0.15,1.07,,,
2630,-14.9,-2.07,25.77,-0.06,0.17,1.11,,,
2631,-7.29,-2.46,29.24,-0.07,0.26,1.14,,,
2633,-1.61,-4.13,30.01,-0.07,0.31,1.12,,,
2634,-2.64,-6.23,28.3,-0.05,0.28,1.05,,,
2636,-5.06,-9.72,25.71,-0.07,0.2,0.95,,,
2637,-1.27,-0.1,24.42,-0.02,0.17,0.99,,,
2639,6.42,3.98,23.39,-0.03,0.17,1.01,,,
2640,14.95,3.19,22.59,-0.08,0.21,1.09,,,
2642,20.33,5.51,21.54,-0.1,0.24,1.08,,,
2643,18.14,8.19,22.04,-0.12,0.23,1.05,,,
2645,11.89,7.19,23.23,-0.13,0.21,0.99,,,
2646,7.33,6.36,24.3,-0.13,0.19,1,,,
2648,7.37,9.32,24.09,-0.12,0.16,0.98,,,
2649,10.05,10.21,23.84,-0.12,0.12,0.98,,,
2651,10.9,11.45,22.16,-0.12,0.1,0.92,,,
2652,8.78,18.44,20.92,-0.13,0.09,0.91,,,
2654,2.41,22.45,19.49,-0.14,0.1,0.95,,,
2655,-6.02,21.38,17.68,-0.16,0.08,0.98,,,
2657,-14.03,23.13,15.93,-0.16,0.06,0.98,,,
2658,-19.86,23.27,13.47,-0.17,0.02,0.96,,,
2660,-22.31,22.83,10.26,-0.16,-0.02,0.95,,,
2661,-20.6,26.11,7.62,-0.16,-0.04,0.97,,,
2663,-17.15,24.79,4.89,-0.18,-0.01,1.04,,,
2664,-14.3,19.74,2.42,-0.21,0.03,1.04,,,
2666,-14,14.64,-0.74,-0.23,0.05,1.09,,,
2667,-13.7,11.66,-4.39,-0.23,0.07,1.11,,,
2669,-11.41,9.17,-7.8,-0.23,0.09,1.15,,,
2670,-7.68,6.7,-11.65,-0.23,0.12,1.18,,,
2672,-3.15,4.98,-15.31,-0.22,0.12,1.17,,,
2673,-1.55,-0.19,-18.52,-0.21,0.11,1.16,,,
2675,-2.34,-2.65,-20.61,-0.2,0.08,1.15,,,
2676,-4.86,-5.85,-21.23,-0.2,0.05,1.12,,,
2678,-4.75,-0.33,-21.13,-0.19,0.1,1.15,,,
2679,-4.56,3.51,-22.03,-0.23,0.2,1.26,,,
2681,-5.73,-0.8,-25.47,-0.26,0.23,1.13,,,
2682,-13.02,-3.87,-28.24,-0.19,0.16,0.97,,,
2684,-20.02,3.67,-28.22,-0.14,0.08,0.88,,,
2685,-18.98,10.89,-25.48,-0.15,0.04,0.87,,,
2687,-9.7,4.6,-21.08,-0.18,0.07,0.9,,,
2688,1.62,-3.54,-17.85,-0.2,0.12,0.91,,,
2690,9.42,-8.78,-17.51,-0.22,0.18,0.96,,,
2691,10.94,-11.34,-19.42,-0.19,0.16,0.89,,,
2693,6.36,-13.32,-21.21,-0.16,0.11,0.86,,,
2694,4.37,-11,-22.37,-0.16,0.08,0.84,,,
2696,5.84,-10.28,-22.22,-0.15,0.05,0.8,,,
2697,9.34,-16.48,-22.03,-0.13,0.03,0.81,,,
2699,13.9,-20.71,-22.54,-0.11,0.02,0.81,,,
2700,14.14,-21.88,-23.03,-0.1,0,0.82,,,
2702,10.36,-22.68,-22.61,-0.1,0,0.87,,,
2703,3.83,-21.46,-22.45,-0.1,0.01,0.94,,,
2705,-1.5,-18.82,-21.54,-0.08,0,0.98,,,
2706,-4.29,-16.4,-20.09,-0.07,0,1.04,,,
2708,-3.67,-15.15,-16.82,-0.06,-0.01,1.06,,,
2709,-2.46,-14.36,-11.04,-0.06,-0.02,1.12,,,
2711,-2.56,-13.54,-3.9,-0.05,-0.02,1.11,,,
2712,-4.76,-13.66,3.36,-0.04,0.01,1.13,,,
2714,-6.47,-12.59,7.91,-0.05,0.03,1.18,,,
2715,-8,-10.52,12.13,-0.04,0.03,1.16,,,
2717,-9.77,-8.72,17.53,-0.02,0.01,1.13,,,
2718,-10.12,-7.75,23.72,-0.02,0,1.11,,,
2720,-6.96,-6.88,30.45,-0.04,0.03,1.14,,,
2721,0.44,-6.16,35.03,-0.06,0.09,1.18,,,
2723,7.6,-7.78,37.71,-0.08,0.15,1.19,,,
2726,9.36,-8.67,37.78,-0.07,0.16,1.12,,,
2728,5.59,-5.2,36.46,-0.05,0.12,1.03,,,
2729,2.07,1.26,35.48,-0.04,0.09,0.98,,,
2731,4.33,7.96,36.46,-0.05,0.06,1,,,
2732,11.51,10.55,38.52,-0.07,0.05,1.02,,,
2734,20.17,9.55,41.17,-0.09,0.08,1,,,
2735,22.56,11.9,42.91,-0.12,0.1,1.01,,,
2737,18.64,11.64,42.41,-0.13,0.15,0.98,,,
2738,13.43,12.19,40.55,-0.13,0.14,0.93,,,
2740,9.3,14.48,38.37,-0.13,0.11,0.92,,,
2741,7.88,18.2,35.67,-0.15,0.11,0.94,,,
2743,8.87,19.49,32.02,-0.16,0.11,0.93,,,
2744,8.54,18.54,28.42,-0.17,0.1,0.92,,,
2746,6.17,18.34,25.13,-0.16,0.09,0.86,,,
2747,0.6,20.76,22.41,-0.2,0.08,0.88,,,
2749,-6.12,21.63,19.16,-0.22,0.08,0.89,,,
2750,-10.33,19.7,16.6,-0.23,0.07,0.93,,,
2752,-10.47,19.98,13.74,-0.23,0.06,0.97,,,
2753,-9.09,17.74,11.33,-0.23,0.07,0.99,,,
2755,-6.47,16.7,8.36,-0.24,0.1,1.03,,,
2756,-5.09,15.59,4.95,-0.25,0.14,1.06,,,
2758,-4.02,13.48,0.89,-0.26,0.16,1.09,,,
2759,-2.86,12.71,-4.01,-0.26,0.17,1.14,,,
2761,-2.13,11.87,-9.59,-0.27,0.21,1.19,,,
2762,-0.97,10.54,-15.83,-0.27,0.23,1.14,,,
2764,-1.48,8.94,-21.77,-0.26,0.22,1.13,,,
2765,-1.47,6.79,-26.8,-0.24,0.19,1.12,,,
2767,2.53,6.51,-30.03,-0.25,0.18,1.11,,,
2768,11.27,1.59,-32.76,-0.3,0.23,1.17,,,
2770,21.07,-8.94,-35.64,-0.31,0.32,1.18,,,
2771,19.11,-16.45,-41.36,-0.31,0.36,1.08,,,
2773,6.58,-17.04,-47.42,-0.28,0.27,0.97,,,
2774,-4.27,-16.04,-51.18,-0.24,0.18,0.86,,,
2776,-5.8,-14.29,-50.83,-0.23,0.09,0.85,,,
2777,3.95,-15.1,-48.16,-0.21,0.06,0.82,,,
2779,16.45,-17.84,-45.07,-0.22,0.1,0.93,,,
2780,25.98,-18.22,-42.63,-0.24,0.16,0.94,,,
2782,26.31,-18.26,-41.58,-0.21,0.21,0.88,,,
2783,18.37,-17.96,-40.69,-0.2,0.17,0.91,,,
2785,12.95,-14.55,-39.7,-0.16,0.12,0.93,,,
2786,13.17,-14.41,-39.56,-0.13,0.1,0.88,,,
2788,17.24,-15.11,-39.4,-0.09,0.05,0.88,,,
2789,22.51,-16.46,-38.88,-0.06,0,0.82,,,
2791,23.58,-17.31,-38.48,-0.06,-0.01,0.85,,,
2792,19.73,-18.35,-38.28,-0.07,-0.01,0.9,,,
2794,11.83,-17.91,-37.13,-0.08,0.02,0.97,,,
2795,3.98,-17.49,-34.64,-0.08,0.02,0.97,,,
2797,-1.27,-19.45,-30.5,-0.07,0.01,1.03,,,
2798,-1.46,-19.33,-24.97,-0.07,0,1.05,,,
2800,-0.8,-20.6,-18.51,-0.08,0.02,1.09,,,
2801,-0.53,-18.87,-12.19,-0.07,0.06,1.1,,,
2803,-3.6,-18.33,-5.98,-0.07,0.11,1.1,,,
2804,-7.62,-19.25,-0.26,-0.09,0.13,1.13,,,
2806,-10.05,-16.67,5.02,-0.09,0.11,1.13,,,
2807,-10.32,-12.65,9.83,-0.09,0.13,1.13,,,
2809,-7.49,-10.21,14.15,-0.11,0.16,1.16,,,
2810,-1.24,-7.27,19.16,-0.15,0.18,1.23,,,
2812,5.05,-8.42,24.04,-0.16,0.21,1.23,,,
2813,8.24,-9.8,26.91,-0.16,0.24,1.2,,,
2815,6.8,-8.35,26.02,-0.13,0.23,1.13,,,
2816,5.33,-3.67,24.41,-0.09,0.2,1.14,,,
2818,6.44,1.8,22.42,-0.06,0.18,1.13,,,
2819,10.99,7.22,20.4,-0.06,0.19,1.13,,,
2821,14.82,10.38,18.7,-0.08,0.23,1.1,,,
2823,14.69,12.43,16.51,-0.09,0.27,1.09,,,
2825,11.74,14.13,13.96,-0.09,0.26,1.04,,,
2826,6.59,13.03,11.39,-0.09,0.21,0.95,,,
2828,1.59,14.3,9.91,-0.07,0.18,0.92,,,
2829,-0.68,18.45,8.36,-0.06,0.14,0.87,,,
2831,-2.17,19.45,7.81,-0.07,0.13,0.86,,,
2832,-3.49,19.41,5.84,-0.08,0.13,0.85,,,
2834,-6.89,20.45,4.88,-0.08,0.11,0.85,,,
2835,-12.06,21.63,3.92,-0.09,0.1,0.86,,,
2837,-16.68,22.32,2.43,-0.1,0.08,0.87,,,
2838,-19.8,22.4,1,-0.13,0.08,0.92,,,
2840,-20,23.02,-0.67,-0.14,0.08,0.97,,,
2841,-18.34,20.86,-4.06,-0.14,0.07,0.99,,,
2843,-15.97,20.25,-6.6,-0.13,0.06,1.01,,,
2844,-14.34,19.02,-8.87,-0.14,0.07,1.02,,,
2846,-13.6,15.77,-11.74,-0.16,0.09,1.05,,,
2847,-11.38,12.41,-14.98,-0.17,0.11,1.07,,,
2849,-8.05,8.66,-17.67,-0.19,0.14,1.1,,,
2850,-5.51,4.33,-20.45,-0.21,0.16,1.12,,,
2852,-4.4,1.74,-24,-0.21,0.18,1.11,,,
2853,-5.21,-0.42,-27.48,-0.2,0.15,1.11,,,
2855,-6.39,-0.99,-29.83,-0.19,0.11,1.1,,,
2856,-4.02,1.48,-30.53,-0.17,0.08,1.07,,,
2858,5.08,3.06,-30.93,-0.2,0.14,1.19,,,
2859,12.83,0.88,-33.19,-0.22,0.24,1.16,,,
2861,11.94,-0.89,-37.64,-0.21,0.28,1.04,,,
2862,0.41,1.15,-41.1,-0.18,0.2,0.95,,,
2864,-8.09,4.03,-41.96,-0.15,0.12,0.88,,,
2865,-5.47,5.05,-39.9,-0.15,0.05,0.87,,,
2867,7.62,-0.42,-35.69,-0.18,0.05,0.87,,,
2868,22.23,-7.28,-31.28,-0.23,0.11,0.92,,,
2870,28.88,-11.98,-28.15,-0.24,0.15,0.92,,,
2871,23.02,-13.63,-26.64,-0.22,0.14,0.92,,,
2873,13.76,-11.23,-26.31,-0.18,0.11,0.92,,,
2874,7.2,-8.51,-26.03,-0.16,0.08,0.94,,,
2876,7.5,-8.44,-24.62,-0.14,0.01,0.88,,,
2877,9.94,-10.76,-22.21,-0.12,-0.03,0.89,,,
2879,10.39,-11.89,-19.91,-0.12,-0.04,0.91,,,
2880,6.56,-9.38,-19.42,-0.11,-0.02,0.94,,,
2882,-0.57,-7.91,-19.78,-0.1,0,0.97,,,
2883,-9.35,-7.74,-20.06,-0.11,0,1.02,,,
2885,-15.04,-7.06,-19.35,-0.1,-0.02,1.03,,,
2886,-17.23,-4.9,-16.14,-0.09,-0.05,1.03,,,
2888,-14.7,-2.93,-10.48,-0.1,-0.06,1.06,,,
2889,-12.44,-4.73,-3.87,-0.09,-0.05,1.07,,,
2891,-11.7,-4.55,2.67,-0.08,-0.02,1.1,,,
2892,-12.1,-8.42,8.77,-0.08,0.01,1.11,,,
2894,-12.96,-8.13,13.75,-0.08,0.04,1.16,,,
2895,-14.21,-6.26,17.76,-0.08,0.05,1.18,,,
2897,-13.22,-7.23,21.42,-0.06,0.04,1.11,,,
2898,-12.35,-8.42,25.27,-0.06,0.04,1.11,,,
2900,-9.16,-7.52,30.04,-0.06,0.06,1.09,,,
2901,-4.02,-5.08,33.84,-0.1,0.08,1.15,,,
2903,-0.55,-8.94,36.45,-0.14,0.15,1.19,,,
2904,1.88,-9.92,36.33,-0.1,0.18,1.08,,,
2906,-1.94,-7.76,35.38,-0.11,0.16,1.01,,,
2907,-4.67,0.94,34.87,-0.09,0.12,0.99,,,
2909,-1.49,4.29,35.67,-0.08,0.07,1,,,
2910,6.06,3.87,38.39,-0.11,0.08,1.04,,,
2912,13.5,4.62,40.36,-0.12,0.11,1.04,,,
2913,13.85,5.8,40.92,-0.12,0.16,1.03,,,
2915,7.51,4.74,40.09,-0.1,0.17,0.95,,,
2916,2.05,7.61,38.29,-0.11,0.15,0.94,,,
2918,-2.38,7.7,35.48,-0.09,0.11,0.9,,,
2920,-0.83,9.03,32.12,-0.08,0.08,0.86,,,
2922,3.32,11.88,28.25,-0.1,0.08,0.9,,,
2923,5.79,11.51,24.09,-0.13,0.08,0.9,,,
2925,2.81,11.71,20.88,-0.14,0.06,0.89,,,
2926,-3.13,14.99,18.93,-0.14,0.02,0.89,,,
2928,-8.7,16.79,17.76,-0.17,-0.01,0.9,,,
2929,-13.71,18.31,17.23,-0.21,0,1.05,,,
2931,-14.79,20.05,16.13,-0.19,-0.01,1.05,,,
2932,-14.76,22.37,13.97,-0.19,0,1.08,,,
2934,-15.61,24.72,11.9,-0.19,0.05,1.1,,,
2935,-17.12,25.43,8.93,-0.22,0.08,1.17,,,
2937,-18.42,25.93,5.36,-0.24,0.08,1.16,,,
2938,-19.64,26.34,0.97,-0.25,0.13,1.16,,,
2940,-21.57,25.35,-4.37,-0.27,0.14,1.16,,,
2941,-22.26,23.58,-11.45,-0.27,0.15,1.11,,,
2943,-20.38,20.18,-18.77,-0.27,0.12,1.03,,,
2944,-10.26,15.74,-23.73,-0.27,0.05,0.97,,,
2946,9.39,6.73,-26.86,-0.31,0.06,1.12,,,
2947,26.25,-3.53,-29.66,-0.3,0.19,1.07,,,
2949,29.2,-10.01,-35.88,-0.31,0.34,1.1,,,
2950,21.14,-10.86,-43.64,-0.28,0.33,1.02,,,
2952,8.99,-13.27,-52.4,-0.23,0.27,0.96,,,
2953,8.82,-10.07,-56.9,-0.18,0.16,0.88,,,
2955,20.59,-10.11,-57.86,-0.16,0.04,0.81,,,
2956,38.82,-13.68,-55.31,-0.21,0.06,0.88,,,
2958,48.25,-18.33,-52.72,-0.24,0.15,0.89,,,
2959,42.62,-23.17,-54.03,-0.24,0.21,0.92,,,
2961,30.32,-24.85,-53.93,-0.24,0.21,0.79,,,
2962,19.69,-25.97,-54.31,-0.21,0.17,0.87,,,
2964,16.21,-25.88,-51.8,-0.19,0.1,0.86,,,
2965,17.86,-27.51,-48.06,-0.19,0.04,0.86,,,
2967,20.77,-31.02,-43.77,-0.17,0,0.85,,,
2968,17.43,-30.7,-39.8,-0.14,0,0.85,,,
2970,9.3,-26.87,-36.81,-0.1,0.01,0.9,,,
2971,0.59,-21.87,-35.5,-0.06,0.03,0.96,,,
2973,-6.17,-17.78,-33.85,-0.08,0.02,1.07,,,
2974,-7.21,-16.49,-30.9,-0.06,-0.02,1.05,,,
2976,-5.96,-14.09,-25.96,-0.04,-0.04,1.08,,,
2977,-5.81,-11.77,-20.41,-0.04,-0.05,1.11,,,
2979,-7.67,-10.08,-13.85,-0.02,-0.08,1.12,,,
2980,-8.7,-6.29,-6.5,-0.02,-0.07,1.17,,,
2982,-7.55,-5.27,-0.02,-0.03,-0.02,1.21,,,
2983,-5.27,-4.46,4.83,-0.02,0,1.29,,,
2985,-3.54,-2.82,8.45,0,-0.01,1.28,,,
2986,-0.76,-2.73,12.09,0.02,-0.04,1.25,,,
2988,5.4,-3.58,17.94,0.02,-0.06,1.26,,,
2989,12.19,-5.23,24.09,-0.02,0.03,1.3,,,
2991,11.81,-13.1,25.34,-0.09,0.18,1.4,,,
2992,5.24,-12.71,25.6,-0.09,0.3,1.24,,,
2994,-6.45,-9.82,23.41,-0.04,0.25,1.1,,,
2995,-17.73,-1.52,21.46,-0.02,0.21,1.03,,,
2997,-20.79,6.37,21.16,0.01,0.16,1.02,,,
2998,-17.26,7.13,22.26,0.01,0.11,0.95,,,
3000,-7.48,7.86,23.07,-0.03,0.17,0.99,,,
3001,0.13,10.11,23.04,-0.04,0.2,0.94,,,
3003,-3.88,5.44,20.33,-0.07,0.21,0.92,,,
3004,-11.83,9.48,17.07,-0.1,0.17,0.89,,,
3006,-20.27,18.87,10.5,-0.17,0.16,1,,,
3007,-18.71,20.17,4.69,-0.11,0.05,0.94,,,
3009,-13.52,19.31,2.76,-0.23,-0.01,0.95,,,
3010,-6.95,18.44,5.05,-0.19,-0.08,0.84,,,
3012,-4.15,18.35,7.96,-0.2,-0.09,0.84,,,
3013,-0.9,19.16,12.1,-0.13,-0.05,0.82,,,
3015,0.48,16.87,14.49,-0.14,-0.01,0.9,,,
3017,-0.49,14.74,15.87,-0.17,0.05,0.94,,,
3019,-2.95,11.71,16.1,-0.14,0.08,0.92,,,
3020,-6.51,11.13,15.65,-0.14,0.09,0.95,,,
3022,-8.23,10.43,14.17,-0.14,0.1,0.98,,,
3023,-7.74,10.88,10.98,-0.14,0.14,0.98,,,
3025,-7.75,11.55,5.51,-0.15,0.19,1.04,,,
3026,-8.24,11.72,-0.87,-0.16,0.22,1.04,,,
3028,-10.81,9.04,-8.12,-0.17,0.25,1.03,,,
3029,-14.14,7.3,-14.16,-0.16,0.22,1.04,,,
3031,-12.99,6.19,-19.71,-0.17,0.2,1.07,,,
3032,-6.65,5.08,-23.87,-0.2,0.17,1.07,,,
3034,3.66,6.38,-26.58,-0.24,0.16,1.1,,,
3035,15.06,7.85,-26.84,-0.27,0.15,1.19,,,
3037,25.04,8.17,-27.86,-0.3,0.19,1.23,,,
3038,31.04,5.25,-28.41,-0.33,0.26,1.19,,,
3040,29.12,-0.59,-30.95,-0.32,0.24,1.06,,,
3041,21.23,-9.03,-34.03,-0.29,0.16,0.95,,,
3043,19.16,-8.37,-36.2,-0.23,0.07,0.85,,,
3044,22.5,-6.34,-36.45,-0.21,0.01,0.87,,,
3046,26.57,-11.55,-35.94,-0.24,0.05,0.96,,,
3047,25.43,-18.54,-36.48,-0.24,0.15,0.94,,,
3049,15.6,-19.87,-38.82,-0.24,0.17,0.91,,,
3050,4.95,-17.19,-42.09,-0.23,0.13,0.93,,,
3052,-0.31,-14.8,-44.15,-0.22,0.07,0.99,,,
3053,0.59,-15.31,-45.39,-0.21,0.03,0.91,,,
3055,2.4,-14.94,-45.63,-0.16,0.03,0.89,,,
3056,2.85,-14.84,-44.95,-0.14,0.01,0.88,,,
3058,0.57,-14.81,-43.73,-0.14,-0.01,0.85,,,
3059,-2.82,-15.51,-42.63,-0.13,0.02,0.9,,,
3061,-7.48,-15.36,-40.8,-0.12,0.02,0.98,,,
3062,-7.18,-16.49,-37.32,-0.1,0,0.93,,,
3064,-5,-15.53,-33.24,-0.09,-0.01,0.99,,,
3065,0.63,-13.65,-29.9,-0.09,0.02,1.06,,,
3067,5.93,-12.66,-25.99,-0.09,0.05,1.11,,,
3068,9.66,-12.74,-21.43,-0.1,0.08,1.11,,,
3070,8.1,-11.46,-16.51,-0.1,0.1,1.11,,,
3071,3.66,-7.71,-14.34,-0.1,0.13,1.15,,,
3073,1.14,-5.13,-12.59,-0.11,0.14,1.16,,,
3074,1.17,-4.91,-10.38,-0.11,0.13,1.11,,,
3076,3.81,-6.29,-7.31,-0.11,0.09,1.09,,,
3077,7.99,-7.09,-3.55,-0.12,0.08,1.11,,,
3079,17.05,-8.76,-1.11,-0.13,0.04,1.09,,,
3080,31.43,-12.78,1.61,-0.15,0.02,1.15,,,
3082,46.7,-18.91,3.66,-0.15,0.05,1.1,,,
3083,50.59,-23.6,3.82,-0.14,0.13,1.04,,,
3085,42.46,-24.91,0.92,-0.13,0.15,0.97,,,
3086,32.61,-20.39,-3.35,-0.11,0.12,0.93,,,
3088,22.75,-12.64,-7.2,-0.09,0.11,0.93,,,
3089,16.82,-9.56,-10.7,-0.14,0.16,1.02,,,
3091,17.19,-6.82,-12.98,-0.15,0.22,1.07,,,
3092,14.8,-2.12,-15.79,-0.17,0.28,1.08,,,
3094,9.91,4.6,-18.78,-0.17,0.32,1.07,,,
3095,2.52,9.55,-21.86,-0.17,0.34,1.08,,,
3097,-2.68,13.81,-24.73,-0.17,0.31,1.06,,,
3098,-3.87,18.01,-26.59,-0.15,0.24,1.02,,,
3100,-4.93,20.19,-28.78,-0.13,0.19,0.97,,,
3101,-6.28,21.79,-30.73,-0.13,0.16,0.94,,,
3103,-8.76,23.98,-33.24,-0.12,0.13,0.91,,,
3104,-13.34,24.45,-36.72,-0.13,0.11,0.89,,,
3106,-18.53,24.75,-41.26,-0.16,0.09,0.89,,,
3107,-21.17,27.06,-45.25,-0.16,0.05,0.92,,,
3109,-22.57,25.14,-48.14,-0.2,0.04,0.94,,,
3110,-22.58,20.88,-50.2,-0.23,0.06,1,,,
3112,-19.85,19.9,-53.83,-0.25,0.09,1.03,,,
3115,-16.65,17.78,-58.19,-0.27,0.12,1.05,,,
3117,-12.69,15.54,-62.85,-0.3,0.14,1.11,,,
3118,-9.89,12.23,-67.77,-0.32,0.17,1.1,,,
3120,-8.89,9.77,-72.49,-0.34,0.19,1.13,,,
3121,-10.29,7.54,-77.46,-0.36,0.18,1.11,,,
3123,-11.86,5.59,-81.02,-0.36,0.16,1.09,,,
3124,-11.31,2.81,-82.84,-0.35,0.1,1.1,,,
3126,-4.08,1.54,-82.88,-0.36,0.06,1.14,,,
3127,6.14,2.24,-82.98,-0.38,0.1,1.23,,,
3129,12.03,-1.82,-85.88,-0.36,0.23,1.16,,,
3130,7.88,-2.33,-92.13,-0.33,0.33,1.09,,,
3132,-1.51,-0.58,-99.92,-0.3,0.34,1.06,,,
3133,-10.67,-1.26,-107.96,-0.27,0.28,0.95,,,
3135,-14.15,-2.41,-111.99,-0.23,0.19,0.86,,,
3136,-5.27,-3.54,-112.38,-0.21,0.08,0.83,,,
3138,8.3,-9.29,-109.63,-0.23,0.03,0.82,,,
3139,21.73,-17.26,-105.92,-0.26,0.06,0.82,,,
3141,26.44,-23.19,-103.08,-0.26,0.11,0.89,,,
3142,20.55,-25.75,-101.73,-0.25,0.13,0.9,,,
3144,11.04,-25.02,-101.7,-0.24,0.1,0.89,,,
3145,5.69,-23.55,-102.81,-0.2,0.06,0.91,,,
3147,7.75,-20.8,-103.61,-0.16,-0.01,0.86,,,
3148,13.41,-18.87,-103.62,-0.15,-0.09,0.85,,,
3150,16.26,-18.23,-101.48,-0.17,-0.13,0.87,,,
3151,14.36,-16.29,-96.67,-0.18,-0.13,0.88,,,
3153,8.47,-13.5,-89.82,-0.19,-0.11,0.95,,,
3154,4.66,-11.62,-81.13,-0.2,-0.12,1.04,,,
3156,3.97,-12.04,-70.84,-0.19,-0.12,1.06,,,
3157,5.75,-8.72,-60.34,-0.14,-0.12,1.07,,,
3159,7.54,-6.48,-50.46,-0.1,-0.09,1.07,,,
3160,9.22,-3.46,-42.12,-0.06,-0.05,1.08,,,
3162,9.56,-2.94,-34.85,-0.03,0,1.08,,,
3163,9.69,-2.68,-28.66,-0.01,0.05,1.08,,,
3165,8.94,-2.99,-23.48,0,0.08,1.13,,,
3166,4.05,-7.29,-19.86,0,0.1,1.08,,,
3168,-0.62,-6.36,-16.69,0.04,0.07,1.11,,,
