Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (G),Accelerometer Y (G),Accelerometer Z (G),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3,0,0,0,0.48,0.12,1.02,,,
5,0.06,0.08,0.2,-0.14,0.03,1.02,,,
6,-0.08,0.12,0.07,-0.14,0.03,1.02,,,
8,-0.05,0.03,0.03,-0.14,0.03,1.02,,,
9,0.12,-0.15,-0.2,-0.14,0.03,1.02,,,
11,-0.11,-0.2,-0.08,-0.13,0.03,1.03,,,
12,-0.02,0.13,0.02,-0.14,0.03,1.02,,,
14,-0.03,0.62,-0.04,-0.14,0.03,1.02,,,
15,-0.21,1.09,0.09,-0.13,0.04,1.01,,,
17,-0.03,0.55,-0.05,-0.14,0.03,1.02,,,
18,0.05,0.44,-0.06,-0.14,0.04,1.02,,,
20,0.27,-0.1,0.26,-0.13,0.03,1.02,,,
21,-0.12,-0.2,0.17,-0.14,0.03,1.02,,,
23,-0.07,-0.1,0.15,-0.14,0.04,1.02,,,
24,-0.15,0.38,-0.07,-0.13,0.03,1.02,,,
26,0.11,0.43,0.2,-0.14,0.03,1.02,,,
27,0.1,0.28,-0.21,-0.14,0.03,1.02,,,
29,0.01,0.09,-0.23,-0.13,0.04,1.02,,,
30,0.05,0.12,-0.04,-0.14,0.03,1.02,,,
32,0.05,0.06,-0.15,-0.13,0.04,1.03,,,
33,0.11,0.04,-0.1,-0.14,0.03,1.01,,,
35,0.19,-0.26,-0.04,-0.13,0.04,1.02,,,
36,0.04,-0.26,0.29,-0.14,0.03,1.02,,,
38,0.07,-0.39,-0.19,-0.13,0.03,1.02,,,
39,0.16,-0.39,-0.09,-0.13,0.03,1.02,,,
41,0.2,0.02,0.07,-0.13,0.03,1.02,,,
42,0.16,-0.07,0.04,-0.14,0.04,1.01,,,
44,-0.05,-0.48,0.21,-0.14,0.03,1.02,,,
45,-0.18,-0.42,0.15,-0.14,0.03,1.01,,,
47,-0.07,-0.4,0.05,-0.13,0.03,1.02,,,
48,-0.21,0.15,0.2,-0.14,0.03,1.02,,,
50,-0.26,0.08,-0.12,-0.13,0.03,1.02,,,
51,0.03,0.34,-0.01,-0.13,0.03,1.02,,,
53,0.07,0.54,0.03,-0.13,0.04,1.02,,,
54,0.24,0.44,0.01,-0.14,0.03,1.03,,,
56,0,0.45,-0.04,-0.14,0.03,1.02,,,
57,-0.07,0.8,-0.19,-0.14,0.03,1.02,,,
59,-0.43,1.48,-0.07,-0.14,0.03,1.02,,,
60,-0.13,1.32,-0.09,-0.14,0.03,1.02,,,
62,-0.28,1.12,-0.03,-0.14,0.04,1.02,,,
63,-0.27,0.72,0.12,-0.14,0.04,1.03,,,
65,0.05,0.33,0.23,-0.14,0.04,1.02,,,
66,0.01,0.2,0.18,-0.14,0.03,1.03,,,
68,-0.02,-0.68,0.17,-0.14,0.03,1.02,,,
69,0.02,-0.47,0.11,-0.14,0.03,1.02,,,
71,-0.12,-0.82,0.26,-0.14,0.03,1.02,,,
72,0.23,-0.99,0.21,-0.14,0.03,1.02,,,
74,0.24,-0.97,0.16,-0.14,0.04,1.02,,,
75,0.4,-0.7,0.22,-0.14,0.03,1.02,,,
77,0.05,-0.75,-0.03,-0.14,0.03,1.03,,,
78,0.19,-0.26,0.29,-0.14,0.03,1.02,,,
80,-0.03,-0.02,-0.08,-0.13,0.03,1.02,,,
81,-0.12,0.66,0.07,-0.13,0.04,1.02,,,
83,-0.51,1.07,-0.12,-0.14,0.03,1.02,,,
84,-0.34,0.83,0.18,-0.14,0.03,1.02,,,
86,-0.22,0.94,-0.18,-0.14,0.04,1.02,,,
87,-0.25,0.79,0.04,-0.14,0.03,1.02,,,
89,-0.08,0.18,-0.11,-0.14,0.03,1.03,,,
90,0.07,0.18,0.01,-0.14,0.03,1.02,,,
92,0.17,0.06,-0.1,-0.13,0.03,1.02,,,
93,0.07,-0.13,0.08,-0.14,0.03,1.02,,,
95,0.07,-0.39,-0.1,-0.14,0.03,1.02,,,
96,0.04,-0.66,0.08,-0.14,0.03,1.02,,,
98,0.05,-0.81,-0.06,-0.14,0.04,1.02,,,
100,0.01,-0.83,-0.06,-0.14,0.03,1.02,,,
102,-0.02,-0.51,0,-0.14,0.03,1.02,,,
103,-0.07,0.06,-0.18,-0.14,0.03,1.02,,,
105,-0.34,0.26,-0.19,-0.14,0.03,1.02,,,
106,-0.09,0.42,-0.13,-0.14,0.04,1.03,,,
108,0.11,0.42,-0.12,-0.13,0.03,1.02,,,
109,0.04,0.19,-0.13,-0.13,0.04,1.02,,,
111,-0.04,0.48,-0.09,-0.14,0.03,1.02,,,
112,0.15,0.27,-0.25,-0.14,0.03,1.02,,,
114,-0.05,-0.08,0.16,-0.14,0.04,1.02,,,
115,0.28,-0.42,0.03,-0.14,0.04,1.02,,,
117,0.25,-0.3,-0.09,-0.14,0.03,1.02,,,
118,-0.16,-0.04,0.2,-0.14,0.03,1.02,,,
120,0,0.03,0.08,-0.14,0.04,1.03,,,
121,0.01,0,-0.15,-0.14,0.03,1.02,,,
123,-0.07,0.01,0.02,-0.14,0.03,1.02,,,
124,0.04,-0.25,0.18,-0.14,0.04,1.03,,,
126,-0.12,-0.36,-0.29,-0.14,0.03,1.02,,,
127,-0.19,-0.15,0.04,-0.14,0.04,1.02,,,
129,-0.12,0.11,0.13,-0.14,0.04,1.02,,,
130,0.15,0.34,0.23,-0.14,0.04,1.02,,,
132,-0.03,0.19,0.09,-0.14,0.04,1.02,,,
133,0.01,0.59,-0.27,-0.14,0.04,1.02,,,
135,-0.16,0.29,0.33,-0.14,0.03,1.02,,,
136,0,-0.04,-0.06,-0.14,0.04,1.02,,,
138,0.15,-0.13,-0.16,-0.14,0.03,1.03,,,
139,0.2,0.15,0.26,-0.13,0.03,1.02,,,
141,-0.15,0.25,0.1,-0.13,0.03,1.02,,,
142,0.17,-0.13,-0.16,-0.14,0.03,1.02,,,
144,-0.01,-0.19,0.12,-0.14,0.03,1.02,,,
145,-0.14,-0.07,0.15,-0.14,0.03,1.02,,,
147,0.02,-0.25,-0.25,-0.13,0.04,1.02,,,
148,-0.1,0.17,-0.02,-0.14,0.03,1.02,,,
150,0.3,0.06,0.13,-0.13,0.04,1.03,,,
151,-0.02,0.47,-0.01,-0.13,0.03,1.02,,,
153,-0.1,0.15,-0.09,-0.14,0.03,1.02,,,
154,-0.12,0.32,-0.03,-0.14,0.04,1.02,,,
156,-0.25,0.14,0.23,-0.13,0.03,1.02,,,
157,-0.04,-0.29,0.26,-0.14,0.03,1.02,,,
159,0.11,-0.21,0,-0.14,0.03,1.02,,,
160,-0.02,0.4,0.12,-0.14,0.03,1.03,,,
162,-0.27,0.06,-0.06,-0.14,0.03,1.02,,,
163,-0.15,0.21,-0.12,-0.14,0.04,1.02,,,
165,-0.13,0.38,0.08,-0.14,0.03,1.02,,,
166,0.19,-0.08,0.02,-0.14,0.03,1.02,,,
168,0.29,0.28,0.07,-0.14,0.03,1.02,,,
169,-0.04,0.36,-0.06,-0.13,0.03,1.02,,,
171,0.1,0.21,-0.07,-0.14,0.03,1.02,,,
172,0.15,-0.07,-0.06,-0.14,0.03,1.02,,,
174,0.03,-0.25,0.13,-0.13,0.03,1.02,,,
175,0.03,-0.25,-0.03,-0.14,0.03,1.02,,,
177,0.03,0.07,0.09,-0.14,0.04,1.02,,,
178,0.03,0.35,0.15,-0.14,0.03,1.02,,,
180,0.14,0.12,0.14,-0.14,0.04,1.02,,,
181,0.11,0.03,0.13,-0.14,0.04,1.03,,,
183,0.04,0.04,0.12,-0.13,0.04,1.02,,,
184,0.11,-0.3,0.13,-0.13,0.03,1.02,,,
186,0.16,-0.03,-0.15,-0.14,0.03,1.02,,,
187,-0.1,0.23,0.06,-0.14,0.03,1.02,,,
189,-0.22,-0.29,0.29,-0.13,0.04,1.02,,,
190,0.07,0.04,-0.11,-0.14,0.04,1.02,,,
192,0.19,0.27,-0.28,-0.14,0.04,1.02,,,
193,-0.19,0.19,0.22,-0.14,0.03,1.02,,,
195,-0.07,0.4,-0.06,-0.13,0.03,1.02,,,
197,0.03,0.19,-0.03,-0.14,0.03,1.02,,,
199,0.27,-0.11,0.24,-0.14,0.04,1.02,,,
200,-0.13,0.24,0.13,-0.14,0.03,1.02,,,
202,-0.31,0.32,-0.12,-0.14,0.04,1.02,,,
203,0.07,0.45,0.1,-0.14,0.03,1.02,,,
205,-0.09,0.23,0.26,-0.14,0.04,1.02,,,
206,-0.04,0.06,0.13,-0.14,0.03,1.01,,,
208,0.23,-0.32,-0.15,-0.14,0.04,1.02,,,
209,0.04,-0.4,-0.09,-0.14,0.03,1.03,,,
211,0.17,-0.07,-0.09,-0.13,0.04,1.02,,,
212,0.09,-0.03,0.13,-0.14,0.04,1.02,,,
214,-0.08,0.22,0.14,-0.13,0.03,1.02,,,
215,-0.07,-0.1,0.04,-0.14,0.04,1.02,,,
217,-0.05,-0.04,-0.11,-0.14,0.03,1.02,,,
218,-0.21,0,0.19,-0.13,0.04,1.02,,,
220,0.08,0.35,-0.09,-0.14,0.03,1.02,,,
221,-0.02,-0.16,-0.21,-0.14,0.03,1.02,,,
223,-0.17,0.64,0.01,-0.13,0.04,1.02,,,
224,-0.02,0.77,0.06,-0.13,0.04,1.02,,,
226,0.03,0.41,0,-0.14,0.04,1.02,,,
227,0.04,0.05,-0.06,-0.14,0.04,1.02,,,
229,0.1,-0.05,0.28,-0.14,0.04,1.02,,,
230,0.07,-0.36,0.01,-0.14,0.03,1.03,,,
232,-0.1,-0.03,0.04,-0.14,0.03,1.02,,,
233,0.18,-0.17,0.08,-0.14,0.03,1.02,,,
235,-0.01,0.12,-0.09,-0.14,0.04,1.02,,,
236,-0.37,0.29,0.13,-0.13,0.04,1.02,,,
238,-0.47,0.33,0.17,-0.14,0.03,1.02,,,
239,0.11,-0.04,-0.28,-0.14,0.03,1.02,,,
241,0.14,0.1,-0.06,-0.13,0.03,1.02,,,
242,0.03,-0.47,0.03,-0.14,0.03,1.02,,,
244,0.2,-0.15,0.2,-0.14,0.03,1.02,,,
245,-0.01,-0.32,-0.03,-0.14,0.04,1.01,,,
247,0.17,-0.63,0.03,-0.14,0.03,1.02,,,
248,-0.02,-0.18,0.17,-0.13,0.03,1.03,,,
250,0.27,-0.1,-0.01,-0.13,0.04,1.02,,,
251,0.32,0.22,-0.08,-0.13,0.03,1.02,,,
253,-0.25,0.43,-0.18,-0.13,0.03,1.02,,,
254,-0.25,0.98,0.29,-0.14,0.03,1.01,,,
256,-0.28,0.61,0.03,-0.14,0.03,1.02,,,
257,-0.03,0.14,0.07,-0.14,0.03,1.03,,,
259,-0.05,0.1,0.17,-0.13,0.03,1.02,,,
260,0.21,0.12,0.04,-0.13,0.03,1.02,,,
262,-0.02,0.45,-0.24,-0.14,0.03,1.02,,,
263,-0.21,0,-0.11,-0.14,0.04,1.02,,,
265,0.12,-0.07,-0.28,-0.14,0.03,1.02,,,
266,-0.15,0.06,0.29,-0.14,0.03,1.02,,,
268,0.29,-0.2,-0.02,-0.13,0.03,1.02,,,
269,0.09,-0.16,0.07,-0.14,0.03,1.02,,,
271,-0.12,0,-0.2,-0.14,0.04,1.02,,,
272,0.01,-0.01,0.06,-0.13,0.03,1.03,,,
274,-0.06,0,0.01,-0.13,0.03,1.02,,,
275,-0.02,0.01,-0.08,-0.14,0.03,1.02,,,
277,0.12,0.18,0.15,-0.14,0.03,1.02,,,
278,-0.09,-0.33,0.03,-0.14,0.04,1.02,,,
280,0.11,0.23,-0.03,-0.13,0.03,1.02,,,
281,0.01,0.34,0.08,-0.13,0.04,1.02,,,
283,0.04,0.45,0.08,-0.14,0.03,1.03,,,
284,-0.05,0.38,-0.06,-0.14,0.04,1.02,,,
286,-0.14,-0.11,-0.08,-0.13,0.03,1.02,,,
287,-0.19,0,0.15,-0.13,0.03,1.02,,,
289,-0.11,0.03,0.08,-0.14,0.04,1.02,,,
290,-0.09,0.09,-0.03,-0.14,0.03,1.02,,,
292,-0.16,0.03,0.07,-0.13,0.04,1.02,,,
294,0.02,-0.07,-0.01,-0.13,0.04,1.02,,,
296,0.11,-0.11,0.2,-0.13,0.04,1.02,,,
297,0.3,-0.36,-0.02,-0.14,0.03,1.02,,,
299,0.17,-0.24,0.18,-0.13,0.04,1.02,,,
300,0.3,-0.04,0.1,-0.13,0.03,1.02,,,
302,-0.26,-0.11,0.04,-0.14,0.03,1.02,,,
303,-0.31,-0.03,0.17,-0.13,0.03,1.01,,,
305,0.07,0.22,0.2,-0.14,0.03,1.02,,,
306,0,0.22,0.14,-0.14,0.03,1.02,,,
308,0.22,0.41,-0.12,-0.13,0.04,1.02,,,
309,0.17,0.62,-0.16,-0.13,0.03,1.02,,,
311,-0.03,0.64,-0.15,-0.14,0.03,1.02,,,
312,0.24,0.41,0.06,-0.13,0.03,1.03,,,
314,0.06,0.16,0.01,-0.14,0.03,1.02,,,
315,-0.2,0.08,-0.09,-0.13,0.03,1.02,,,
317,-0.03,-0.16,-0.15,-0.14,0.04,1.02,,,
318,0,-0.57,0.17,-0.14,0.04,1.01,,,
320,0.13,-0.58,0.05,-0.13,0.03,1.02,,,
321,0.24,-0.28,-0.02,-0.14,0.03,1.02,,,
323,-0.02,0.02,0.22,-0.14,0.03,1.02,,,
324,0,0.04,0.04,-0.14,0.03,1.02,,,
326,0.17,0.21,-0.16,-0.13,0.04,1.03,,,
327,0.2,0.18,-0.03,-0.14,0.03,1.03,,,
329,0.07,0,-0.05,-0.14,0.03,1.02,,,
330,-0.14,0.09,0.03,-0.13,0.03,1.02,,,
332,0.03,0.15,0.04,-0.13,0.03,1.02,,,
333,-0.03,0.23,0.09,-0.14,0.03,1.02,,,
335,-0.19,0.19,0.28,-0.14,0.03,1.01,,,
336,-0.02,0.09,0.01,-0.14,0.03,1.02,,,
338,-0.1,0.47,-0.19,-0.13,0.03,1.02,,,
339,0.03,0.51,0.29,-0.14,0.04,1.02,,,
341,0.23,0.34,0.1,-0.13,0.04,1.02,,,
342,0.14,0.24,0.17,-0.14,0.04,1.02,,,
344,0.14,0.14,-0.12,-0.14,0.03,1.02,,,
345,-0.15,0.16,0.08,-0.13,0.03,1.02,,,
347,0.03,0.08,-0.12,-0.14,0.03,1.02,,,
348,0.06,-0.13,0.2,-0.14,0.03,1.01,,,
350,0,-0.04,-0.15,-0.14,0.03,1.02,,,
351,-0.17,-0.03,0.03,-0.13,0.04,1.02,,,
353,0.2,-0.2,0.21,-0.14,0.03,1.02,,,
354,0.02,-0.07,0.32,-0.14,0.04,1.02,,,
356,-0.07,0.09,-0.02,-0.13,0.03,1.02,,,
357,0.01,-0.26,-0.06,-0.13,0.03,1.02,,,
359,-0.02,-0.21,-0.08,-0.13,0.03,1.01,,,
360,-0.11,0.03,0.01,-0.13,0.04,1.02,,,
362,-0.02,-0.02,-0.01,-0.14,0.03,1.02,,,
363,0.04,0.4,0.01,-0.14,0.03,1.02,,,
365,0.05,0.06,-0.01,-0.14,0.04,1.02,,,
366,0.03,0.25,0.08,-0.14,0.03,1.02,,,
368,-0.04,0.25,-0.01,-0.14,0.03,1.02,,,
369,0.11,0.1,-0.02,-0.13,0.03,1.02,,,
371,-0.04,-0.1,-0.09,-0.13,0.03,1.02,,,
372,0.05,-0.43,0,-0.13,0.03,1.02,,,
374,-0.05,-0.38,0.26,-0.13,0.03,1.02,,,
375,0.13,-0.46,0.24,-0.13,0.03,1.03,,,
377,0.17,-0.32,0.01,-0.13,0.03,1.01,,,
378,-0.09,0.35,0.11,-0.13,0.03,1.02,,,
380,-0.38,1.65,-0.06,-0.14,0.04,1.02,,,
381,-0.15,1.16,-0.25,-0.14,0.04,1.02,,,
383,0.02,0.25,-0.09,-0.14,0.03,1.02,,,
384,0.25,0.06,0.01,-0.14,0.04,1.02,,,
386,-0.04,-0.06,0.2,-0.14,0.04,1.02,,,
387,0,-0.18,-0.22,-0.14,0.04,1.02,,,
389,0.2,0.39,-0.08,-0.14,0.03,1.02,,,
392,0.12,-0.07,-0.14,-0.13,0.03,1.03,,,
394,0.12,-0.31,-0.03,-0.14,0.03,1.03,,,
395,0.06,-0.55,-0.06,-0.13,0.03,1.02,,,
397,0.01,-0.76,0.09,-0.14,0.03,1.02,,,
398,-0.18,-0.54,0.29,-0.14,0.03,1.02,,,
400,0.01,0.28,0.05,-0.13,0.04,1.02,,,
401,-0.23,1.02,-0.1,-0.13,0.03,1.02,,,
403,-0.09,0.72,0.07,-0.14,0.03,1.02,,,
404,0.05,0.38,0.07,-0.14,0.03,1.02,,,
406,-0.33,0.95,-0.09,-0.13,0.04,1.01,,,
407,-0.38,0.83,-0.06,-0.13,0.03,1.02,,,
409,-0.26,0.88,-0.12,-0.14,0.03,1.02,,,
410,0.33,0.66,0.11,-0.14,0.03,1.02,,,
412,-0.07,0.14,0.04,-0.13,0.04,1.02,,,
413,0.07,-0.12,0.1,-0.14,0.03,1.03,,,
415,0.22,-0.64,0.18,-0.14,0.04,1.03,,,
416,0.24,-0.96,-0.05,-0.14,0.03,1.02,,,
418,-0.05,-0.95,-0.12,-0.14,0.03,1.02,,,
419,0.27,-0.62,-0.06,-0.13,0.04,1.02,,,
421,-0.23,0.09,-0.09,-0.14,0.03,1.02,,,
422,-0.13,0,-0.01,-0.14,0.04,1.02,,,
424,0.04,0.03,-0.09,-0.14,0.03,1.02,,,
425,-0.05,0.55,0,-0.13,0.03,1.02,,,
427,-0.25,0.45,-0.11,-0.13,0.04,1.02,,,
428,-0.07,0.67,-0.03,-0.13,0.03,1.02,,,
430,0.29,0.9,-0.13,-0.14,0.04,1.02,,,
431,-0.08,0.77,-0.41,-0.14,0.04,1.01,,,
433,0.1,0.26,0.03,-0.14,0.03,1.02,,,
434,0.1,-0.08,0.04,-0.14,0.03,1.02,,,
436,-0.21,-0.06,-0.03,-0.13,0.03,1.02,,,
437,0.11,-0.08,0.1,-0.14,0.03,1.02,,,
439,-0.31,-0.2,0.22,-0.14,0.03,1.02,,,
440,0,-0.16,0.04,-0.14,0.04,1.01,,,
442,0.14,-0.35,-0.12,-0.14,0.04,1.02,,,
443,0.14,0.1,0.1,-0.13,0.04,1.02,,,
445,0.18,0.29,-0.09,-0.13,0.04,1.02,,,
446,-0.06,0.51,0.07,-0.14,0.03,1.01,,,
448,0.01,0.29,0.1,-0.14,0.03,1.02,,,
449,0.01,0.22,-0.17,-0.14,0.04,1.02,,,
451,0.04,0.08,0.01,-0.13,0.03,1.02,,,
452,-0.11,0.01,0.14,-0.14,0.03,1.02,,,
454,0.15,-0.05,0.23,-0.13,0.03,1.02,,,
455,-0.11,-0.24,0.19,-0.14,0.03,1.02,,,
457,0,-0.11,0.2,-0.14,0.03,1.01,,,
458,0.09,-0.39,0.34,-0.14,0.03,1.02,,,
460,0.32,-0.3,0.22,-0.13,0.03,1.02,,,
461,-0.04,-0.6,0.23,-0.13,0.03,1.02,,,
463,-0.05,-0.4,0.04,-0.13,0.03,1.02,,,
464,0.19,-0.62,0.25,-0.13,0.03,1.02,,,
466,-0.04,0.56,-0.05,-0.13,0.04,1.02,,,
467,-0.38,0.6,-0.08,-0.13,0.03,1.02,,,
469,-0.16,0.54,0.05,-0.13,0.04,1.02,,,
470,-0.33,0.15,0.35,-0.14,0.03,1.02,,,
472,0.07,-0.53,0.36,-0.14,0.04,1.02,,,
473,-0.06,-0.44,0.36,-0.14,0.03,1.02,,,
475,-0.04,-0.07,0.13,-0.13,0.03,1.02,,,
476,-0.02,0.19,0.13,-0.13,0.03,1.02,,,
478,-0.06,0.44,0.23,-0.13,0.03,1.02,,,
479,-0.02,-0.07,0.04,-0.14,0.03,1.02,,,
481,0.17,-0.29,-0.01,-0.14,0.04,1.02,,,
482,0.3,-0.08,0.27,-0.13,0.03,1.02,,,
484,0.24,0.11,-0.12,-0.13,0.03,1.02,,,
485,-0.16,0.33,-0.15,-0.13,0.04,1.03,,,
487,-0.09,0.51,-0.27,-0.14,0.03,1.02,,,
489,-0.11,0.61,-0.11,-0.13,0.03,1.02,,,
491,-0.02,0.21,0.21,-0.14,0.03,1.02,,,
492,0.26,-0.23,0.09,-0.14,0.03,1.02,,,
494,0.01,-0.29,0.19,-0.13,0.04,1.02,,,
495,0.12,-0.37,0.19,-0.13,0.04,1.03,,,
497,0.27,-0.51,0.49,-0.14,0.03,1.02,,,
498,-0.06,-0.5,0.03,-0.14,0.04,1.02,,,
500,0.28,-0.18,0.06,-0.14,0.03,1.02,,,
501,0.11,-0.58,0.03,-0.13,0.04,1.02,,,
503,0.27,-0.94,0.05,-0.13,0.03,1.02,,,
504,0.17,-0.28,0.07,-0.14,0.04,1.02,,,
506,0.01,0.34,0.09,-0.13,0.03,1.02,,,
507,-0.25,0.78,-0.35,-0.13,0.03,1.02,,,
509,-0.12,2.02,0.17,-0.13,0.03,1.01,,,
510,-0.09,3.71,-0.2,-0.13,0.03,1.02,,,
512,-0.3,3.64,-0.23,-0.14,0.03,1.03,,,
513,-0.49,2.67,-0.08,-0.15,0.03,1.02,,,
515,-0.1,2.55,-0.19,-0.15,0.03,1.02,,,
516,-0.14,1.03,0.06,-0.14,0.03,1.03,,,
518,0.2,0.34,-0.18,-0.14,0.04,1.02,,,
519,-0.21,0.79,-0.09,-0.13,0.03,1.02,,,
521,0.17,1.05,-0.47,-0.13,0.03,1.02,,,
522,0.03,0.48,-0.05,-0.14,0.03,1.02,,,
524,0.36,-0.19,-0.44,-0.14,0.03,1.02,,,
525,0.45,-1.13,0.14,-0.14,0.03,1.02,,,
527,0.27,-1.87,-0.08,-0.14,0.03,1.02,,,
528,0.66,-2.13,-0.15,-0.14,0.03,1.02,,,
530,0.19,-1.47,0.05,-0.14,0.03,1.02,,,
531,0.23,-0.69,-0.18,-0.14,0.04,1.01,,,
533,0.05,-0.2,-0.26,-0.14,0.04,1.02,,,
534,0.46,0.2,0.05,-0.14,0.04,1.02,,,
536,-0.25,0.42,-0.03,-0.14,0.04,1.02,,,
537,-0.31,0.4,-0.04,-0.14,0.03,1.02,,,
539,-0.28,0.11,0.22,-0.14,0.04,1.02,,,
540,-0.22,0.32,0.15,-0.13,0.03,1.02,,,
542,0,0.66,0.07,-0.13,0.03,1.02,,,
543,0.12,0.25,-0.17,-0.14,0.03,1.02,,,
545,-0.01,0.18,-0.04,-0.14,0.03,1.02,,,
546,0.3,0.19,-0.18,-0.13,0.03,1.02,,,
548,-0.04,-0.06,-0.06,-0.14,0.04,1.02,,,
549,0.03,-0.18,0.17,-0.14,0.04,1.01,,,
551,0.12,0.12,0.34,-0.13,0.03,1.02,,,
552,-0.23,0.21,0.17,-0.14,0.04,1.02,,,
554,-0.28,0.25,0.2,-0.14,0.03,1.02,,,
555,-0.25,0.54,0.16,-0.14,0.03,1.02,,,
557,-0.2,0.93,0.07,-0.14,0.04,1.02,,,
558,-0.06,0.61,0.11,-0.14,0.03,1.02,,,
560,0.07,0.72,-0.03,-0.14,0.03,1.02,,,
561,-0.15,0.58,-0.26,-0.14,0.03,1.02,,,
563,0.06,0.82,-0.12,-0.14,0.03,1.03,,,
564,-0.09,0.54,0,-0.14,0.03,1.02,,,
566,0.17,0.12,0.1,-0.14,0.03,1.02,,,
567,-0.22,-0.21,0.07,-0.14,0.04,1.02,,,
569,0.25,-1.14,0,-0.14,0.03,1.02,,,
570,0.3,-1.71,-0.06,-0.14,0.04,1.02,,,
572,0.43,-1.19,-0.25,-0.14,0.03,1.01,,,
573,0.24,-1.16,-0.1,-0.13,0.03,1.02,,,
575,0.25,-1.42,-0.08,-0.14,0.04,1.03,,,
576,-0.03,-2.2,-0.31,-0.14,0.04,1.02,,,
578,0.16,-1.51,0.2,-0.13,0.04,1.02,,,
579,0.24,-0.75,0.26,-0.13,0.04,1.02,,,
581,-0.34,-0.89,0.27,-0.13,0.04,1.02,,,
582,-0.03,-0.06,-0.05,-0.14,0.03,1.02,,,
584,-0.22,1.75,-0.28,-0.13,0.03,1.02,,,
586,-0.47,2.17,-0.13,-0.13,0.04,1.02,,,
588,-0.2,1.13,-0.06,-0.14,0.04,1.02,,,
589,-0.04,1.35,-0.02,-0.14,0.03,1.02,,,
591,-0.38,1.35,-0.12,-0.13,0.04,1.02,,,
592,-0.34,0.96,-0.16,-0.14,0.03,1.02,,,
594,0.21,0.84,0.17,-0.14,0.04,1.02,,,
595,0.17,0.67,0.13,-0.14,0.04,1.02,,,
597,0.04,0.5,0.13,-0.14,0.03,1.02,,,
598,-0.16,0.2,0.1,-0.13,0.03,1.02,,,
600,-0.16,0.63,-0.09,-0.14,0.04,1.02,,,
601,0.01,-0.33,-0.06,-0.14,0.03,1.03,,,
603,0.34,-0.28,-0.17,-0.14,0.03,1.02,,,
604,0.34,-0.06,-0.22,-0.13,0.03,1.03,,,
606,0.42,-1.44,-0.12,-0.14,0.04,1.02,,,
607,0.51,-2.35,0.04,-0.14,0.04,1.02,,,
609,0.23,-1.2,0.08,-0.13,0.03,1.02,,,
610,0,-0.04,0.12,-0.13,0.03,1.02,,,
612,-0.15,0.38,-0.08,-0.13,0.04,1.02,,,
613,-0.15,0.13,0.3,-0.14,0.04,1.02,,,
615,-0.25,0.77,-0.11,-0.14,0.03,1.02,,,
616,-0.02,1.67,0.22,-0.13,0.04,1.02,,,
618,-0.22,2.43,0.01,-0.14,0.03,1.02,,,
619,-0.19,1.45,0,-0.14,0.03,1.02,,,
621,0.06,0.51,-0.04,-0.14,0.04,1.02,,,
622,0.1,-0.14,-0.04,-0.14,0.03,1.02,,,
624,0.17,0.24,-0.06,-0.13,0.03,1.02,,,
625,0.04,0.13,-0.16,-0.14,0.04,1.03,,,
627,0.2,-0.12,-0.18,-0.14,0.03,1.02,,,
628,0.02,-0.77,0.15,-0.14,0.03,1.02,,,
630,0.24,-1.84,0.04,-0.14,0.03,1.03,,,
631,-0.06,-2.06,0.03,-0.13,0.03,1.02,,,
633,0.19,-0.56,-0.01,-0.13,0.03,1.02,,,
634,-0.02,-0.46,0.1,-0.14,0.04,1.02,,,
636,0.09,0.09,-0.25,-0.13,0.03,1.01,,,
637,-0.27,1.29,-0.18,-0.13,0.03,1.02,,,
639,-0.19,1.45,0.06,-0.14,0.04,1.02,,,
640,0.01,1.02,0.13,-0.14,0.04,1.02,,,
642,-0.04,0.92,0.13,-0.14,0.03,1.02,,,
643,-0.01,1.11,0.12,-0.14,0.03,1.02,,,
645,-0.54,0.67,0.07,-0.14,0.04,1.02,,,
646,-0.22,0.45,-0.05,-0.13,0.03,1.02,,,
648,-0.03,-0.49,0.07,-0.14,0.04,1.03,,,
649,0.31,-0.49,-0.09,-0.14,0.04,1.02,,,
651,0.24,-0.46,-0.09,-0.14,0.03,1.02,,,
652,0.34,-1.03,0.01,-0.14,0.03,1.02,,,
654,0.04,-1.27,0.01,-0.14,0.04,1.02,,,
655,0.04,-1.33,0.17,-0.14,0.03,1.01,,,
657,-0.02,0.2,0.05,-0.13,0.04,1.02,,,
658,-0.36,1.07,-0.09,-0.13,0.04,1.02,,,
660,0.05,0.48,0.04,-0.14,0.04,1.02,,,
661,-0.28,0.3,0.13,-0.13,0.04,1.02,,,
663,-0.12,0.06,0.13,-0.13,0.03,1.02,,,
664,-0.09,0.18,-0.12,-0.14,0.03,1.02,,,
666,0.11,0.29,0.03,-0.13,0.03,1.02,,,
667,-0.18,0.58,-0.06,-0.13,0.04,1.02,,,
669,0.08,0.33,-0.01,-0.14,0.03,1.02,,,
670,-0.03,0.41,0,-0.13,0.03,1.03,,,
672,-0.09,1.29,-0.03,-0.13,0.04,1.02,,,
673,-0.31,2.81,-0.16,-0.13,0.03,1.02,,,
675,-0.37,0.95,0.01,-0.14,0.04,1.03,,,
676,0.1,-1.35,0,-0.14,0.03,1.02,,,
